S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
1,BISHNU PADA RAY,Bharatiya Janata Party,102182,254,102436,50.58,Andaman & Nicobar Islands,Andaman & Nicobar Islands,1
2,KULDEEP RAI SHARMA,Indian National Congress,77829,211,78040,38.54,Andaman & Nicobar Islands,Andaman & Nicobar Islands,2
3,MANOJ PAUL,Andaman Nicobar Democratic Congress,8236,18,8254,4.08,Andaman & Nicobar Islands,Andaman & Nicobar Islands,3
4,D AYYAPPAN,Communist Party of India  (Marxist),6009,8,6017,2.97,Andaman & Nicobar Islands,Andaman & Nicobar Islands,4
5,V.K. ABDUL AZIZ,Independent,2195,8,2203,1.09,Andaman & Nicobar Islands,Andaman & Nicobar Islands,5
6,K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,911,3,914,0.45,Andaman & Nicobar Islands,Andaman & Nicobar Islands,6
7,DR ARUN KUMAR MALLIK,Bahujan Samaj Party,714,5,719,0.36,Andaman & Nicobar Islands,Andaman & Nicobar Islands,7
8,RINKU MALA MONDAL,Independent,539,3,542,0.27,Andaman & Nicobar Islands,Andaman & Nicobar Islands,8
9,K VENKAT RAM BABU,Independent,506,1,507,0.25,Andaman & Nicobar Islands,Andaman & Nicobar Islands,9
10,USHA KUMARI,Independent,378,2,380,0.19,Andaman & Nicobar Islands,Andaman & Nicobar Islands,10
11,SALAMAT MONDAL,Socialist Unity Centre Of India (COMMUNIST),349,2,351,0.17,Andaman & Nicobar Islands,Andaman & Nicobar Islands,11
12,ANAND RAMNATH ARLEKAR,Independent,342,-,342,0.17,Andaman & Nicobar Islands,Andaman & Nicobar Islands,12
13,NOTA,None of the Above,1802,7,1809,0.89,Andaman & Nicobar Islands,Andaman & Nicobar Islands,13
1,G M HARISH (BALAYOGI),Telugu Desam,786149,10832,796981,61.25,Amalapuram,Andhra Pradesh,14
2,RAPAKA VARAPRASADA RAO,Yuvajana Sramika Rythu Congress Party,450362,4423,454785,34.95,Amalapuram,Andhra Pradesh,15
3,GOUTHAM JANGA,Indian National Congress,14523,559,15082,1.16,Amalapuram,Andhra Pradesh,16
4,DORABABU YALLA,Bahujan Samaj Party,5202,186,5388,0.41,Amalapuram,Andhra Pradesh,17
5,KATRU NAGA BABU,Telugu Nava Garjana Party,3736,5,3741,0.29,Amalapuram,Andhra Pradesh,18
6,VADDI LALITH KUMAR,Independent,2974,3,2977,0.23,Amalapuram,Andhra Pradesh,19
7,MAKEY DAVY PRASAD,Independent,2104,7,2111,0.16,Amalapuram,Andhra Pradesh,20
8,GUDE VENKATESWARULU,Independent,1741,4,1745,0.13,Amalapuram,Andhra Pradesh,21
9,RAMESH JILLELLA,Jatiya Jana Sena Party,866,6,872,0.07,Amalapuram,Andhra Pradesh,22
10,YALANGI RAMESH,Jaibhim Rao Bharat Party,738,2,740,0.06,Amalapuram,Andhra Pradesh,23
11,MATHA KRISHNA,Pyramid Party of India,718,1,719,0.06,Amalapuram,Andhra Pradesh,24
12,GIDDI JNANA PRAKASA RAO,Republican Party of India,717,9,726,0.06,Amalapuram,Andhra Pradesh,25
13,YADLA RAJESH,Liberation Congress Party,628,7,635,0.05,Amalapuram,Andhra Pradesh,26
14,KAPA KALYAN,Republican Party of India (A),579,2,581,0.04,Amalapuram,Andhra Pradesh,27
15,PATHURI RAMESH,Peoples Party of India (Democratic),502,3,505,0.04,Amalapuram,Andhra Pradesh,28
16,NOTA,None of the Above,13418,100,13518,1.04,Amalapuram,Andhra Pradesh,29
1,C.M.RAMESH,Bharatiya Janata Party,750027,12042,762069,57.5,Anakapalle,Andhra Pradesh,30
2,BUDI MUTYALA NAIDU,Yuvajana Sramika Rythu Congress Party,459762,5777,465539,35.13,Anakapalle,Andhra Pradesh,31
3,VEGI VENKATESH,Indian National Congress,24833,818,25651,1.94,Anakapalle,Andhra Pradesh,32
4,PALAKA SREERAMA MURTHY,Bahujan Samaj Party,19082,75,19157,1.45,Anakapalle,Andhra Pradesh,33
5,VANKAYALA RAMACHANDRA RAO,Independent,4001,1,4002,0.3,Anakapalle,Andhra Pradesh,34
6,LOVARAJU SIDDHA,Independent,3845,7,3852,0.29,Anakapalle,Andhra Pradesh,35
7,KRISHNA SWAROOP VADLAMURI,Dalita Bahujana Party,3549,8,3557,0.27,Anakapalle,Andhra Pradesh,36
8,GARA SURYA RAO,Independent,3116,8,3124,0.24,Anakapalle,Andhra Pradesh,37
9,APPALA RAJU NAMMI,Bharatha Chaitanya Yuvajana Party,2589,30,2619,0.2,Anakapalle,Andhra Pradesh,38
10,NAGESWARA RAO PETLA,Independent,2179,5,2184,0.16,Anakapalle,Andhra Pradesh,39
11,ADARI SARAT CHANDRA,Jai Bharat National Party,1886,27,1913,0.14,Anakapalle,Andhra Pradesh,40
12,VIJAYA LAKSHMI KARRI,Pyramid Party of India,1578,13,1591,0.12,Anakapalle,Andhra Pradesh,41
13,DR. THUMMAPALA HARI  SHANKAR,Independent,1567,9,1576,0.12,Anakapalle,Andhra Pradesh,42
14,JUNNURI J SRINIVAS,Independent,1195,6,1201,0.09,Anakapalle,Andhra Pradesh,43
15,APPALANAIDU TUMMAGUNTA,Independent,1055,7,1062,0.08,Anakapalle,Andhra Pradesh,44
16,NOTA,None of the Above,26084,151,26235,1.98,Anakapalle,Andhra Pradesh,45
1,AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,755862,12383,768245,53.33,Ananthapur,Andhra Pradesh,46
2,MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,573769,5921,579690,40.24,Ananthapur,Andhra Pradesh,47
3,MALLIKARJUNA VAJJALA,Indian National Congress,41954,1263,43217,3,Ananthapur,Andhra Pradesh,48
4,G.V.RAMANA REDDY,Independent,6436,3,6439,0.45,Ananthapur,Andhra Pradesh,49
5,BANASI NARAYANAPPA,Bahujan Samaj Party,6280,116,6396,0.44,Ananthapur,Andhra Pradesh,50
6,V.MURALI PRASAD REDDY,Independent,5775,3,5778,0.4,Ananthapur,Andhra Pradesh,51
7,DR.NALLANI RAMESH NAIDU,Andhra Rastra Praja Samithi,4862,127,4989,0.35,Ananthapur,Andhra Pradesh,52
8,M.SURENDRA,Pyramid Party of India,2927,8,2935,0.2,Ananthapur,Andhra Pradesh,53
9,U.C.VENKATASUBBAIAH,Jaathia Chethi Vruthula Ikya Vedika Party,2533,7,2540,0.18,Ananthapur,Andhra Pradesh,54
10,P.CHOWDESWARI,Independent,1514,4,1518,0.11,Ananthapur,Andhra Pradesh,55
11,VADLA KESAVAIAH,Independent,1488,6,1494,0.1,Ananthapur,Andhra Pradesh,56
12,B.RAGHAVENDRA PRASAD,Independent,1317,1,1318,0.09,Ananthapur,Andhra Pradesh,57
13,KETHIREDDY RAGHUNATHAREDDY,Independent,1086,5,1091,0.08,Ananthapur,Andhra Pradesh,58
14,LOKANATH GOWD SURAGOWINI,Independent,1085,6,1091,0.08,Ananthapur,Andhra Pradesh,59
15,SREERANGARAJULA GOPINATH ROYAL,Independent,903,1,904,0.06,Ananthapur,Andhra Pradesh,60
16,SHAIK.NIZAM,Samajwadi Party,749,4,753,0.05,Ananthapur,Andhra Pradesh,61
17,RAMAVTH CHINNA RAMAPPA NAIK,Jaibhim Rao Bharat Party,735,10,745,0.05,Ananthapur,Andhra Pradesh,62
18,KURUBA MALLIKARJUNA.S.,All India Kisan Janatha party,574,4,578,0.04,Ananthapur,Andhra Pradesh,63
19,B.NAGAMUTHYALU,Socialist Unity Centre Of India (COMMUNIST),566,4,570,0.04,Ananthapur,Andhra Pradesh,64
20,SRINIVASA RAJU.O,Bhartiya Panchyat Party,489,5,494,0.03,Ananthapur,Andhra Pradesh,65
21,DURGA PRASAD D BYATARAYANAJI,Challengers Party,439,5,444,0.03,Ananthapur,Andhra Pradesh,66
22,NOTA,None of the Above,9014,185,9199,0.64,Ananthapur,Andhra Pradesh,67
1,GUMMA THANUJA RANI,Yuvajana Sramika Rythu Congress Party,471470,5535,477005,40.96,Araku,Andhra Pradesh,68
2,KOTHAPALLI GEETHA,Bharatiya Janata Party,417113,9312,426425,36.62,Araku,Andhra Pradesh,69
3,APPALANARASA PACHIPENTA,Communist Party of India  (Marxist),119016,4113,123129,10.57,Araku,Andhra Pradesh,70
4,AVASHYA LAHARI . VARAM,Bahujan Samaj Party,24858,892,25750,2.21,Araku,Andhra Pradesh,71
5,SAMAREDDY BALAKRISHNA,Independent,9493,42,9535,0.82,Araku,Andhra Pradesh,72
6,NIMMAKA JAYARAJU,Independent,8798,664,9462,0.81,Araku,Andhra Pradesh,73
7,ATHIDHI,Independent,8121,15,8136,0.7,Araku,Andhra Pradesh,74
8,CHANTI BADNAINA,Jai Bharat National Party,7205,47,7252,0.62,Araku,Andhra Pradesh,75
9,MOTTADAM . RAJABABU,Bharat Adivasi Party,6370,396,6766,0.58,Araku,Andhra Pradesh,76
10,RANJITH KUMAR PALAKA,Independent,6000,47,6047,0.52,Araku,Andhra Pradesh,77
11,RAMBABU JALLI,Telugu Rajadhikara Samiti Party,4933,26,4959,0.43,Araku,Andhra Pradesh,78
12,MANDALA GIRIDHARA RAO,Independent,4931,36,4967,0.43,Araku,Andhra Pradesh,79
13,VUYAKA NIREEKSHAN  (V. CHENCHU),India Praja Bandhu Party,4500,42,4542,0.39,Araku,Andhra Pradesh,80
14,NOTA,None of the Above,50205,265,50470,4.33,Araku,Andhra Pradesh,81
1,KRISHNA PRASAD TENNETI,Telugu Desam,706757,10736,717493,55.16,Bapatla,Andhra Pradesh,82
2,NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party,503816,5646,509462,39.17,Bapatla,Andhra Pradesh,83
3,J.D. SEELAM,Indian National Congress,41673,1586,43259,3.33,Bapatla,Andhra Pradesh,84
4,DOKKA JAGAN MOHANA RAO,Bahujan Samaj Party,6774,83,6857,0.53,Bapatla,Andhra Pradesh,85
5,NALAMALA TIRUPATI RAO,Navataram Party,2888,76,2964,0.23,Bapatla,Andhra Pradesh,86
6,BUSSA. NAGARAJU,Independent,1311,7,1318,0.1,Bapatla,Andhra Pradesh,87
7,GADDE. VIJAYA LAKSHMI,Independent,1046,5,1051,0.08,Bapatla,Andhra Pradesh,88
8,KATTAPOGU. VIJAY KUMAR,Pyramid Party of India,893,4,897,0.07,Bapatla,Andhra Pradesh,89
9,KONDRU KIRAN KUMAR,Independent,791,6,797,0.06,Bapatla,Andhra Pradesh,90
10,KATTA ANAND BABU,Independent,704,25,729,0.06,Bapatla,Andhra Pradesh,91
11,MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,669,4,673,0.05,Bapatla,Andhra Pradesh,92
12,KATTA HEMANAND,Independent,547,2,549,0.04,Bapatla,Andhra Pradesh,93
13,PARRE. KOTAIAH,Jaibhim Rao Bharat Party,408,4,412,0.03,Bapatla,Andhra Pradesh,94
14,PALADUG VIJENDRA RAO (BAHUJAN),Liberation Congress Party,294,12,306,0.02,Bapatla,Andhra Pradesh,95
15,CHINNAM MURALIDHAR,All Peoples Party,252,3,255,0.02,Bapatla,Andhra Pradesh,96
16,NOTA,None of the Above,13599,124,13723,1.06,Bapatla,Andhra Pradesh,97
1,DAGGUMALLA PRASADA RAO,Telugu Desam,765536,12535,778071,54.84,Chittoor,Andhra Pradesh,98
2,REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party,552469,5123,557592,39.3,Chittoor,Andhra Pradesh,99
3,MOTUKUR JAGAPATHI,Indian National Congress,29431,719,30150,2.12,Chittoor,Andhra Pradesh,100
4,THOGURU VIJAYA KUMAR,Bahujan Samaj Party,13389,122,13511,0.95,Chittoor,Andhra Pradesh,101
5,YUGANDAR . KONDA,Independent,6889,84,6973,0.49,Chittoor,Andhra Pradesh,102
6,K.MUNI KRISHNA,Independent,3954,2,3956,0.28,Chittoor,Andhra Pradesh,103
7,P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party,2822,11,2833,0.2,Chittoor,Andhra Pradesh,104
8,PETA.MOHAN .,Independent,2365,1,2366,0.17,Chittoor,Andhra Pradesh,105
9,C.SUDHAKAR,Independent,1934,1,1935,0.14,Chittoor,Andhra Pradesh,106
10,N.CHANDRABABU,Independent,1878,7,1885,0.13,Chittoor,Andhra Pradesh,107
11,MADASI SUDHARSHAN,Independent,1575,3,1578,0.11,Chittoor,Andhra Pradesh,108
12,D.MAHESH,Independent,1109,10,1119,0.08,Chittoor,Andhra Pradesh,109
13,P.MADHU,Independent,902,4,906,0.06,Chittoor,Andhra Pradesh,110
14,N.BHUPATHI,Independent,862,32,894,0.06,Chittoor,Andhra Pradesh,111
15,A. PURNA CHANDRA,Independent,856,1,857,0.06,Chittoor,Andhra Pradesh,112
16,PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,670,6,676,0.05,Chittoor,Andhra Pradesh,113
17,N.GANGAIAH .,Independent,547,5,552,0.04,Chittoor,Andhra Pradesh,114
18,T NARESH,Independent,532,2,534,0.04,Chittoor,Andhra Pradesh,115
19,BANDAPALLI RAMESH,Independent,490,3,493,0.03,Chittoor,Andhra Pradesh,116
20,NOTA,None of the Above,11812,164,11976,0.84,Chittoor,Andhra Pradesh,117
1,PUTTA MAHESH KUMAR,Telugu Desam,737644,8707,746351,54,Eluru,Andhra Pradesh,118
2,KARUMURI SUNIL KUMAR,Yuvajana Sramika Rythu Congress Party,559318,5176,564494,40.84,Eluru,Andhra Pradesh,119
3,KAVURI LAVANYA,Indian National Congress,19820,1006,20826,1.51,Eluru,Andhra Pradesh,120
4,AJAY BABU BODA,Navarang Congress Party,12197,13,12210,0.88,Eluru,Andhra Pradesh,121
5,NITTA AKHILA DHARANI PAL,Bahujan Samaj Party,6664,68,6732,0.49,Eluru,Andhra Pradesh,122
6,BOKINALA KOTESWARA RAO,Independent,2253,10,2263,0.16,Eluru,Andhra Pradesh,123
7,RUDRAPAKA RATNA RAO (R.R.R),Andhra Rastra Praja Samithi,1523,3,1526,0.11,Eluru,Andhra Pradesh,124
8,KANDAVALLI JEEVA DEVA DAYAKAR,Independent,1172,8,1180,0.09,Eluru,Andhra Pradesh,125
9,AGASTEEN KOMMINA,Independent,1001,3,1004,0.07,Eluru,Andhra Pradesh,126
10,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),Liberation Congress Party,777,9,786,0.06,Eluru,Andhra Pradesh,127
11,RAJESWARA RAO KONDRU,Bharatheeya Jawan Kisan Party,729,3,732,0.05,Eluru,Andhra Pradesh,128
12,GODUGUPATI VEERA RAGHAVULU,Pyramid Party of India,710,5,715,0.05,Eluru,Andhra Pradesh,129
13,BYRABOYINA MALYADRI,Bharatha Chaitanya Yuvajana Party,705,10,715,0.05,Eluru,Andhra Pradesh,130
14,NOTA,None of the Above,22371,144,22515,1.63,Eluru,Andhra Pradesh,131
1,DR CHANDRA SEKHAR PEMMASANI,Telugu Desam,851020,13928,864948,60.68,Guntur,Andhra Pradesh,132
2,KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party,513563,6690,520253,36.5,Guntur,Andhra Pradesh,133
3,JANGALA AJAY KUMAR,Communist Party of India,8317,320,8637,0.61,Guntur,Andhra Pradesh,134
4,SIVAREDDY. ENDREDDY,Navataram Party,5628,1,5629,0.39,Guntur,Andhra Pradesh,135
5,TENALI PRAKASH,Bahujan Samaj Party,4172,100,4272,0.3,Guntur,Andhra Pradesh,136
6,SIKHAKOLLI HEMA GOWRI SHANKAR,Jatiya Jana Sena Party,1959,5,1964,0.14,Guntur,Andhra Pradesh,137
7,SAMUDRALA CHINNA KOTAIAH,Jaibhim Rao Bharat Party,1748,5,1753,0.12,Guntur,Andhra Pradesh,138
8,UMAR BHASHA SHAIK,Jana Sahayaka Sakthi,1273,2,1275,0.09,Guntur,Andhra Pradesh,139
9,SYED. SAIDA,Navarang Congress Party,1216,6,1222,0.09,Guntur,Andhra Pradesh,140
10,AMBATI CHALAMAIAH,Pyramid Party of India,1029,2,1031,0.07,Guntur,Andhra Pradesh,141
11,PILLI BABU RAO,Independent,688,4,692,0.05,Guntur,Andhra Pradesh,142
12,HARI VENKATA SATISH  KURNALA,Jai Bharat National Party,540,2,542,0.04,Guntur,Andhra Pradesh,143
13,VISHNU REDDY LANKIREDDY,Bengaluru Nava Nirmana Party,461,-,461,0.03,Guntur,Andhra Pradesh,144
14,EMANI. CHANDRASEKHAR RAO,Navodayam Party,409,5,414,0.03,Guntur,Andhra Pradesh,145
15,SHAIK. KHAJAVALI,Independent,387,4,391,0.03,Guntur,Andhra Pradesh,146
16,CHALLAPALLI RATAN RAJU,Viduthalai Chiruthaigal Katchi,374,4,378,0.03,Guntur,Andhra Pradesh,147
17,KANNEBOYINA VAMSI KRISHNA YADAV,Independent,368,7,375,0.03,Guntur,Andhra Pradesh,148
18,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,Andhra Pradesh Rashtra Samithi,353,5,358,0.03,Guntur,Andhra Pradesh,149
19,GAYATRI AUDHIPUDI,Independent,350,7,357,0.03,Guntur,Andhra Pradesh,150
20,ASHOK ANAND GALI,Independent,335,-,335,0.02,Guntur,Andhra Pradesh,151
21,SHAIK ASLAM AKTHER,Independent,334,1,335,0.02,Guntur,Andhra Pradesh,152
22,PATHAN KHAJA (BASHA),Telugu Rajadhikara Samiti Party,328,4,332,0.02,Guntur,Andhra Pradesh,153
23,AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),308,4,312,0.02,Guntur,Andhra Pradesh,154
24,DR. RAYAPUDI RAJESH VIJAY KUMAR,Indian Labour Party (Ambedkar Phule),306,4,310,0.02,Guntur,Andhra Pradesh,155
25,BURAGA RATNAM,Loktantrik Janta Dal,304,12,316,0.02,Guntur,Andhra Pradesh,156
26,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,Independent,268,-,268,0.02,Guntur,Andhra Pradesh,157
27,SIVA PARVATHI,Independent,262,4,266,0.02,Guntur,Andhra Pradesh,158
28,BOMMASANI MUTYALA RAO,All Peoples Party,200,7,207,0.01,Guntur,Andhra Pradesh,159
29,SRIKRISHNA AKKISETTI,Independent,179,-,179,0.01,Guntur,Andhra Pradesh,160
30,MADAVARAPU NAGA RAJU,Independent,172,-,172,0.01,Guntur,Andhra Pradesh,161
31,NOTA,None of the Above,7210,177,7387,0.52,Guntur,Andhra Pradesh,162
1,B K PARTHASARATHI,Telugu Desam,713013,12521,725534,51.23,Hindupur,Andhra Pradesh,163
2,J SHANTHA,Yuvajana Sramika Rythu Congress Party,587406,5701,593107,41.88,Hindupur,Andhra Pradesh,164
3,B A SAMAD SHAHEEN,Indian National Congress,53989,1070,55059,3.89,Hindupur,Andhra Pradesh,165
4,BHAGYA R S,Bahujan Samaj Party,7949,66,8015,0.57,Hindupur,Andhra Pradesh,166
5,PRATHAP REDDY GORLA,Independent,5380,64,5444,0.38,Hindupur,Andhra Pradesh,167
6,H D HANUMANTHE GOWD,Independent,2270,8,2278,0.16,Hindupur,Andhra Pradesh,168
7,ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,2045,6,2051,0.14,Hindupur,Andhra Pradesh,169
8,S N SURESH,Independent,1611,20,1631,0.12,Hindupur,Andhra Pradesh,170
9,DASAGANIPALLI KULLAYAPPA,Independent,1317,11,1328,0.09,Hindupur,Andhra Pradesh,171
10,ASHOK,Socialist Unity Centre Of India (COMMUNIST),1282,10,1292,0.09,Hindupur,Andhra Pradesh,172
11,T SUDHAKAR REDDY,Independent,1227,10,1237,0.09,Hindupur,Andhra Pradesh,173
12,S RAGHUNATHA REDDY,Independent,693,17,710,0.05,Hindupur,Andhra Pradesh,174
13,BUDILI DHANUNJAYA,National Nava Kranthi Party,679,3,682,0.05,Hindupur,Andhra Pradesh,175
14,NOTA,None of the Above,17826,145,17971,1.27,Hindupur,Andhra Pradesh,176
1,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,598406,6737,605143,45.78,Kadapa,Andhra Pradesh,177
2,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,532358,10090,542448,41.03,Kadapa,Andhra Pradesh,178
3,Y.S. SHARMILA REDDY,Indian National Congress,136395,4644,141039,10.67,Kadapa,Andhra Pradesh,179
4,PANDITI. GURAPPA.,Bahujan Samaj Party,3790,20,3810,0.29,Kadapa,Andhra Pradesh,180
5,VENU GOPAL RACHINENI,Rashtriya Praja Congress  (Secular),3500,70,3570,0.27,Kadapa,Andhra Pradesh,181
6,CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,2414,16,2430,0.18,Kadapa,Andhra Pradesh,182
7,KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,2329,4,2333,0.18,Kadapa,Andhra Pradesh,183
8,L. KHAJA HUSSAIN,Independent,1087,1,1088,0.08,Kadapa,Andhra Pradesh,184
9,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,752,3,755,0.06,Kadapa,Andhra Pradesh,185
10,KAKARLA SHANMUKHA REDDY,Independent,633,14,647,0.05,Kadapa,Andhra Pradesh,186
11,PALLE RAMESH,Jaibhim Rao Bharat Party,619,5,624,0.05,Kadapa,Andhra Pradesh,187
12,CHAN BASHA. S,Anna YSR Congress Party,432,7,439,0.03,Kadapa,Andhra Pradesh,188
13,J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party,414,20,434,0.03,Kadapa,Andhra Pradesh,189
14,MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi,358,11,369,0.03,Kadapa,Andhra Pradesh,190
15,NOTA,None of the Above,16660,186,16846,1.27,Kadapa,Andhra Pradesh,191
1,TANGELLA UDAY SRINIVAS  (TEA TIME UDAY),Janasena Party,718971,10728,729699,54.87,Kakinada,Andhra Pradesh,192
2,CHALAMALASETTY SUNIL,Yuvajana Sramika Rythu Congress Party,495188,5020,500208,37.62,Kakinada,Andhra Pradesh,193
3,MALLIPUDI MANGAPATI PALLAM RAJU,Indian National Congress,20258,851,21109,1.59,Kakinada,Andhra Pradesh,194
4,UDAY,Navarang Congress Party,15578,125,15703,1.18,Kakinada,Andhra Pradesh,195
5,KANDREGULA NARASIMHAM,Bahujan Samaj Party,11916,63,11979,0.9,Kakinada,Andhra Pradesh,196
6,DR ANUSHA YADAV,Bharatha Chaitanya Yuvajana Party,9818,36,9854,0.74,Kakinada,Andhra Pradesh,197
7,TANGELLA SRINIVASU,Jatiya Jana Sena Party,6516,43,6559,0.49,Kakinada,Andhra Pradesh,198
8,YEDIDA VARA PRASAD KUMAR,Republican Party of India (A),3924,3,3927,0.3,Kakinada,Andhra Pradesh,199
9,BUGATHA BANGARRAO,Communist Party of India  (Marxist-Leninist)  (Liberation),2816,7,2823,0.21,Kakinada,Andhra Pradesh,200
10,SUDHA VEERA GANESH,Independent,2645,2,2647,0.2,Kakinada,Andhra Pradesh,201
11,BHAVANI SANKAR PRASAD MERLA,Independent,1963,6,1969,0.15,Kakinada,Andhra Pradesh,202
12,YENUGUPALLI KRISHNA,Jaibhim Rao Bharat Party,1762,18,1780,0.13,Kakinada,Andhra Pradesh,203
13,BODDETI APPARAO,Independent,1687,-,1687,0.13,Kakinada,Andhra Pradesh,204
14,NEELAKANTAM DONAM,Independent,1401,11,1412,0.11,Kakinada,Andhra Pradesh,205
15,PASUPULETI S.V.S.BHUSHANAM,Independent,1222,5,1227,0.09,Kakinada,Andhra Pradesh,206
16,NOTA,None of the Above,17105,115,17220,1.29,Kakinada,Andhra Pradesh,207
1,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,650335,8579,658914,49.51,Kurnoolu,Andhra Pradesh,208
2,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,543801,3815,547616,41.15,Kurnoolu,Andhra Pradesh,209
3,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,68972,1401,70373,5.29,Kurnoolu,Andhra Pradesh,210
4,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8533,56,8589,0.65,Kurnoolu,Andhra Pradesh,211
5,BOYA SURESH,Independent,5891,9,5900,0.44,Kurnoolu,Andhra Pradesh,212
6,T. BEECHUPALLI,Independent,5125,2,5127,0.39,Kurnoolu,Andhra Pradesh,213
7,VIJAYA BHASKAR .REDDYPOGU,Independent,3504,4,3508,0.26,Kurnoolu,Andhra Pradesh,214
8,PAGADALA KODANDA,Independent,3070,6,3076,0.23,Kurnoolu,Andhra Pradesh,215
9,DEVARAPOGU MADDILETY,Independent,2576,6,2582,0.19,Kurnoolu,Andhra Pradesh,216
10,PRAKASH REDDY RALAMPADU,Independent,2222,3,2225,0.17,Kurnoolu,Andhra Pradesh,217
11,JAHANGIR AHMED,Social Democratic Party Of India,2058,16,2074,0.16,Kurnoolu,Andhra Pradesh,218
12,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1847,9,1856,0.14,Kurnoolu,Andhra Pradesh,219
13,ABDUL SATTAR  A.S.R,Anna YSR Congress Party,1565,36,1601,0.12,Kurnoolu,Andhra Pradesh,220
14,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1385,5,1390,0.1,Kurnoolu,Andhra Pradesh,221
15,URUKUNDU VADDE,Independent,1284,11,1295,0.1,Kurnoolu,Andhra Pradesh,222
16,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),1162,2,1164,0.09,Kurnoolu,Andhra Pradesh,223
17,SUNKARA SREEDHAR,Jai Bharat National Party,1149,14,1163,0.09,Kurnoolu,Andhra Pradesh,224
18,TARIGOPULA RAJABABU,All Peoples Party,1032,1,1033,0.08,Kurnoolu,Andhra Pradesh,225
19,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,777,6,783,0.06,Kurnoolu,Andhra Pradesh,226
20,NOTA,None of the Above,10394,117,10511,0.79,Kurnoolu,Andhra Pradesh,227
1,BALASHOWRY VALLABHANENI,Janasena Party,712149,12290,724439,55.22,Machilipatnam,Andhra Pradesh,228
2,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party,495211,6049,501260,38.21,Machilipatnam,Andhra Pradesh,229
3,GOLLU KRISHNA,Indian National Congress,31130,695,31825,2.43,Machilipatnam,Andhra Pradesh,230
4,BAAL SHOURI CHODABATHINA,Jatiya Jana Sena Party,10518,623,11141,0.85,Machilipatnam,Andhra Pradesh,231
5,DEVAMANI DEVARAPALLI,Bahujan Samaj Party,9911,117,10028,0.76,Machilipatnam,Andhra Pradesh,232
6,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,5245,9,5254,0.4,Machilipatnam,Andhra Pradesh,233
7,VALLABHANENI NAGA PAVAN KUMAR,Independent,5206,14,5220,0.4,Machilipatnam,Andhra Pradesh,234
8,MARADANI K R SWAMY,Jai Maha Bharath Party,2206,8,2214,0.17,Machilipatnam,Andhra Pradesh,235
9,GANDHI  DHANEKULA,Independent,1989,2,1991,0.15,Machilipatnam,Andhra Pradesh,236
10,PAMULA BALA SOWRYAMMA,Independent,1576,6,1582,0.12,Machilipatnam,Andhra Pradesh,237
11,ANUSHA YERUVA,Independent,1233,2,1235,0.09,Machilipatnam,Andhra Pradesh,238
12,GUDAVALLI VENKATA KEDARESWARA RAO,Independent,1102,9,1111,0.08,Machilipatnam,Andhra Pradesh,239
13,JOGI VEERANJANEYULU,Independent,1020,2,1022,0.08,Machilipatnam,Andhra Pradesh,240
14,DAMODARA RAO GUDAVALLI,Independent,928,2,930,0.07,Machilipatnam,Andhra Pradesh,241
15,APPARAO ENNETI,Independent,625,1,626,0.05,Machilipatnam,Andhra Pradesh,242
16,NOTA,None of the Above,12008,118,12126,0.92,Machilipatnam,Andhra Pradesh,243
1,DR BYREDDY SHABARI,Telugu Desam,689417,11714,701131,49.92,Nandyal,Andhra Pradesh,244
