S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
2,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,583155,6001,589156,41.95,Nandyal,Andhra Pradesh,245
3,J LAKSHMI NARASIMHA YADAV,Indian National Congress,54920,1284,56204,4,Nandyal,Andhra Pradesh,246
4,P GURUVAIAH,Independent,8190,1,8191,0.58,Nandyal,Andhra Pradesh,247
5,A CHINNA MOULALI,Bahujan Samaj Party,7768,63,7831,0.56,Nandyal,Andhra Pradesh,248
6,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6858,74,6932,0.49,Nandyal,Andhra Pradesh,249
7,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633,-,4633,0.33,Nandyal,Andhra Pradesh,250
8,GAGGERA VENKATA RAMANAIAH,Independent,3027,4,3031,0.22,Nandyal,Andhra Pradesh,251
9,DUMAVATH SWAMY NAIK,Independent,2348,10,2358,0.17,Nandyal,Andhra Pradesh,252
10,KUNUKUNTLA RAMUDU,Independent,1408,5,1413,0.1,Nandyal,Andhra Pradesh,253
11,E ANIL KUMAR,Independent,1332,2,1334,0.09,Nandyal,Andhra Pradesh,254
12,C SURENDRA NATHA REDDY,Independent,1267,1,1268,0.09,Nandyal,Andhra Pradesh,255
13,BRAHMANANDA REDDY K,Independent,1261,11,1272,0.09,Nandyal,Andhra Pradesh,256
14,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,785,6,791,0.06,Nandyal,Andhra Pradesh,257
15,NAGESWARA RAO,Independent,678,2,680,0.05,Nandyal,Andhra Pradesh,258
16,VIJAYA BHASKAR REDDYPOGU,Independent,641,-,641,0.05,Nandyal,Andhra Pradesh,259
17,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,638,4,642,0.05,Nandyal,Andhra Pradesh,260
18,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,630,16,646,0.05,Nandyal,Andhra Pradesh,261
19,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,594,11,605,0.04,Nandyal,Andhra Pradesh,262
20,CHANDINI REDDY VAKATI,Liberation Congress Party,546,10,556,0.04,Nandyal,Andhra Pradesh,263
21,B C RAMANADHA AREDDY,Independent,472,-,472,0.03,Nandyal,Andhra Pradesh,264
22,GAJULA SHALIMIYA,Anna YSR Congress Party,468,18,486,0.03,Nandyal,Andhra Pradesh,265
23,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,428,2,430,0.03,Nandyal,Andhra Pradesh,266
24,CH P MALLESWARUDU,Independent,417,4,421,0.03,Nandyal,Andhra Pradesh,267
25,I V PAKKIR REDDY,Independent,408,2,410,0.03,Nandyal,Andhra Pradesh,268
26,V MADHUSUDHANA REDDY,Independent,399,2,401,0.03,Nandyal,Andhra Pradesh,269
27,BUSHAKU MAHESWARA REDDY,Independent,390,-,390,0.03,Nandyal,Andhra Pradesh,270
28,U P MUNI REDDY,Independent,376,-,376,0.03,Nandyal,Andhra Pradesh,271
29,GOGULA SUGUNAMMA,Jai Maha Bharath Party,375,4,379,0.03,Nandyal,Andhra Pradesh,272
30,BELLAMKONDA SREENIVASULU,Independent,352,1,353,0.03,Nandyal,Andhra Pradesh,273
31,BALIJA SHIVA KUMAR,Independent,288,-,288,0.02,Nandyal,Andhra Pradesh,274
32,NOTA,None of the Above,10538,159,10697,0.76,Nandyal,Andhra Pradesh,275
1,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,699382,7961,707343,57.46,Narsapuram,Andhra Pradesh,276
2,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,426037,4504,430541,34.98,Narsapuram,Andhra Pradesh,277
3,K.B.R.NAIDU,Indian National Congress,34298,915,35213,2.86,Narsapuram,Andhra Pradesh,278
4,PRASANNA KUMAR UNDURTHI,Independent,6350,14,6364,0.52,Narsapuram,Andhra Pradesh,279
5,MEDAPATI VENKATA VARAHALA REDDY,Independent,5966,3,5969,0.48,Narsapuram,Andhra Pradesh,280
6,SIRRA RAJU,Bahujan Samaj Party,5945,69,6014,0.49,Narsapuram,Andhra Pradesh,281
7,BALAGAM NAYAKAR,Independent,5232,8,5240,0.43,Narsapuram,Andhra Pradesh,282
8,NALLI RAJESH,Independent,4684,-,4684,0.38,Narsapuram,Andhra Pradesh,283
9,KETHA SREENU,Independent,3140,5,3145,0.26,Narsapuram,Andhra Pradesh,284
10,OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,3112,4,3116,0.25,Narsapuram,Andhra Pradesh,285
11,ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,2781,2,2783,0.23,Narsapuram,Andhra Pradesh,286
12,ANAND CHANDULAL JASTI,Independent,2726,-,2726,0.22,Narsapuram,Andhra Pradesh,287
13,GANJI PURNIMA,Republican Party of India (A),1645,4,1649,0.13,Narsapuram,Andhra Pradesh,288
14,GEDALA LAXMANA RAO,Independent,1525,2,1527,0.12,Narsapuram,Andhra Pradesh,289
15,ADDANKI DORABABU,Independent,1388,5,1393,0.11,Narsapuram,Andhra Pradesh,290
16,GOTTUMUKKALA SHIVAJI,Independent,1378,6,1384,0.11,Narsapuram,Andhra Pradesh,291
17,ADINARAYANA DUPPANAPUDI,Independent,1002,5,1007,0.08,Narsapuram,Andhra Pradesh,292
18,MANNE LEELA RAMA NARENDRA,Pyramid Party of India,922,8,930,0.08,Narsapuram,Andhra Pradesh,293
19,RAMA DURGA PRASAD THOLETI,Independent,919,1,920,0.07,Narsapuram,Andhra Pradesh,294
20,RUKHMINI,Independent,683,3,686,0.06,Narsapuram,Andhra Pradesh,295
21,ADABALA SIVA,Independent,682,1,683,0.06,Narsapuram,Andhra Pradesh,296
22,NOTA,None of the Above,7554,123,7677,0.62,Narsapuram,Andhra Pradesh,297
1,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,798097,9899,807996,53.88,Narsaraopet,Andhra Pradesh,298
2,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,642186,6081,648267,43.23,Narsaraopet,Andhra Pradesh,299
3,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,17520,526,18046,1.2,Narsaraopet,Andhra Pradesh,300
4,ORSU PREMARAJU,Bahujan Samaj Party,5276,33,5309,0.35,Narsaraopet,Andhra Pradesh,301
5,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2328,8,2336,0.16,Narsaraopet,Andhra Pradesh,302
6,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1243,2,1245,0.08,Narsaraopet,Andhra Pradesh,303
7,YAMPATI VEERANJANEYA REDDY,Independent,1056,1,1057,0.07,Narsaraopet,Andhra Pradesh,304
8,SUBBARAO CHALLA,Independent,1051,-,1051,0.07,Narsaraopet,Andhra Pradesh,305
9,ABDUL RAJAK SHAIK,Independent,718,5,723,0.05,Narsaraopet,Andhra Pradesh,306
10,KOTA POTHURAJU,Pyramid Party of India,667,3,670,0.04,Narsaraopet,Andhra Pradesh,307
11,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,385,3,388,0.03,Narsaraopet,Andhra Pradesh,308
12,PASUPULETI PICHAIAH,National Nava Kranthi Party,353,3,356,0.02,Narsaraopet,Andhra Pradesh,309
13,PAPPULA SAMBASIVA RAO,Navarang Congress Party,331,1,332,0.02,Narsaraopet,Andhra Pradesh,310
14,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,305,4,309,0.02,Narsaraopet,Andhra Pradesh,311
15,THOKALA NAGA RAJU,All India Forward Bloc,277,8,285,0.02,Narsaraopet,Andhra Pradesh,312
16,NOTA,None of the Above,11120,79,11199,0.75,Narsaraopet,Andhra Pradesh,313
1,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,750771,15431,766202,55.7,Nellore,Andhra Pradesh,314
2,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,514375,5925,520300,37.82,Nellore,Andhra Pradesh,315
3,KOPPULA RAJU,Indian National Congress,53264,1580,54844,3.99,Nellore,Andhra Pradesh,316
4,BHASKAR NASINA,Bahujan Samaj Party,5710,101,5811,0.42,Nellore,Andhra Pradesh,317
5,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2794,10,2804,0.2,Nellore,Andhra Pradesh,318
6,KOPPALA RAGHU,Independent,2010,5,2015,0.15,Nellore,Andhra Pradesh,319
7,GAJULA SOMA SEKHAR,Jai Bharat National Party,1775,4,1779,0.13,Nellore,Andhra Pradesh,320
8,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1315,15,1330,0.1,Nellore,Andhra Pradesh,321
9,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1228,5,1233,0.09,Nellore,Andhra Pradesh,322
10,MALLEPALLY RAGHU,Navarang Congress Party,1104,1,1105,0.08,Nellore,Andhra Pradesh,323
11,SHAIK SHAFI AHMED,All India Forward Bloc,1037,-,1037,0.08,Nellore,Andhra Pradesh,324
12,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,576,24,600,0.04,Nellore,Andhra Pradesh,325
13,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,553,5,558,0.04,Nellore,Andhra Pradesh,326
14,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),452,2,454,0.03,Nellore,Andhra Pradesh,327
15,NOTA,None of the Above,15454,123,15577,1.13,Nellore,Andhra Pradesh,328
1,MAGUNTA SREENIVASULU REDDY,Telugu Desam,689829,12065,701894,49.35,Ongole,Andhra Pradesh,329
2,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,644052,7643,651695,45.82,Ongole,Andhra Pradesh,330
3,EDA SUDHAKARA REDDY,Indian National Congress,25803,919,26722,1.88,Ongole,Andhra Pradesh,331
4,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6238,76,6314,0.44,Ongole,Andhra Pradesh,332
5,BUCHI EDUKONDALU,Independent,3046,2,3048,0.21,Ongole,Andhra Pradesh,333
6,PODILI RAMBABU,Independent,3035,38,3073,0.22,Ongole,Andhra Pradesh,334
7,ORSU VEENA,Jai Bharat National Party,2242,25,2267,0.16,Ongole,Andhra Pradesh,335
8,BONTHA RANGA REDDY,Independent,1923,-,1923,0.14,Ongole,Andhra Pradesh,336
9,BODDU KRANTHI KUMAR,Independent,1797,1,1798,0.13,Ongole,Andhra Pradesh,337
10,MOHAN GOUD J V,Independent,1442,5,1447,0.1,Ongole,Andhra Pradesh,338
11,U MADHU BABU,Independent,1006,2,1008,0.07,Ongole,Andhra Pradesh,339
12,KARATAPU RAJU,Independent,730,5,735,0.05,Ongole,Andhra Pradesh,340
13,JAGADEESH RAYAPATI,Independent,713,12,725,0.05,Ongole,Andhra Pradesh,341
14,DEVIREDDY BALANJANEYULU,Independent,710,6,716,0.05,Ongole,Andhra Pradesh,342
15,HARI PRASAD TUPAKULA,Independent,706,5,711,0.05,Ongole,Andhra Pradesh,343
16,PASAM VENKATESWARLU YADAV,Samajwadi Party,699,44,743,0.05,Ongole,Andhra Pradesh,344
17,SURYA TEJA KOTA,Pyramid Party of India,674,9,683,0.05,Ongole,Andhra Pradesh,345
18,AKUMALLA MALLIKARJUNA REDDY,Independent,575,-,575,0.04,Ongole,Andhra Pradesh,346
19,VESHAPOGU GURAVABABU,Independent,457,4,461,0.03,Ongole,Andhra Pradesh,347
20,KOMMU YOHANU,Liberation Congress Party,454,7,461,0.03,Ongole,Andhra Pradesh,348
21,SESHUBABU GUDDANTI,Independent,449,-,449,0.03,Ongole,Andhra Pradesh,349
22,SINGAMNENI SREEKANTH,Independent,407,3,410,0.03,Ongole,Andhra Pradesh,350
23,YARRA DASARADHARAMAIAH,Independent,394,-,394,0.03,Ongole,Andhra Pradesh,351
24,KOTA VAMSI KRISHNA,Independent,365,-,365,0.03,Ongole,Andhra Pradesh,352
25,K PAVAN KALYAN,Jatiya Jana Sena Party,362,30,392,0.03,Ongole,Andhra Pradesh,353
26,NOTA,None of the Above,13066,139,13205,0.93,Ongole,Andhra Pradesh,354
1,DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,718641,7874,726515,54.82,Rajahmundry,Andhra Pradesh,355
2,DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,483172,4204,487376,36.77,Rajahmundry,Andhra Pradesh,356
3,GIDUGU RUDRARAJU,Indian National Congress,31441,1067,32508,2.45,Rajahmundry,Andhra Pradesh,357
4,GANESWARA RAO PARAMATA,Bahujan Samaj Party,20277,132,20409,1.54,Rajahmundry,Andhra Pradesh,358
5,BATTULA BALARAMAKRISHNA,Navarang Congress Party,16930,78,17008,1.28,Rajahmundry,Andhra Pradesh,359
6,SALOPANTULA RAGHAVENDRA RAO,Independent,3261,17,3278,0.25,Rajahmundry,Andhra Pradesh,360
7,DR. MEDISI RATNARAO ALIAS VINAY,Independent,3109,6,3115,0.24,Rajahmundry,Andhra Pradesh,361
8,MOHANARAO SINGULURI,Jai Bharat National Party,2818,15,2833,0.21,Rajahmundry,Andhra Pradesh,362
9,MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),2422,7,2429,0.18,Rajahmundry,Andhra Pradesh,363
10,BOMMANABOINA VSR MURTHY,Independent,2173,6,2179,0.16,Rajahmundry,Andhra Pradesh,364
11,BHANU CHANDAR KURUVELLA,Independent,1955,3,1958,0.15,Rajahmundry,Andhra Pradesh,365
12,JALLI BALA NAVEENA,Independent,1250,4,1254,0.09,Rajahmundry,Andhra Pradesh,366
13,NOTA,None of the Above,24302,133,24435,1.84,Rajahmundry,Andhra Pradesh,367
1,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,639111,5733,644844,48.38,Rajampet,Andhra Pradesh,368
2,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,557030,11743,568773,42.67,Rajampet,Andhra Pradesh,369
3,SHAIK BASHEED,Indian National Congress,52229,1071,53300,4,Rajampet,Andhra Pradesh,370
4,ABBAVARAM UGENDRA,Bahujan Samaj Party,12306,57,12363,0.93,Rajampet,Andhra Pradesh,371
5,POOLA REDDY SEKHAR,Independent,6097,3,6100,0.46,Rajampet,Andhra Pradesh,372
6,NAGARAJU JETTI,Independent,5984,15,5999,0.45,Rajampet,Andhra Pradesh,373
7,PRADEEP PENAMADU,All India Forward Bloc,5671,1,5672,0.43,Rajampet,Andhra Pradesh,374
8,CHOUDVARAM SUBBANARASAIAH,Independent,4731,4,4735,0.36,Rajampet,Andhra Pradesh,375
9,PULI SREENIVASULU,Independent,4613,3,4616,0.35,Rajampet,Andhra Pradesh,376
10,SREENIVASULU MARRIPATI,Independent,4436,7,4443,0.33,Rajampet,Andhra Pradesh,377
11,AKBAR M BASHA,Anna YSR Congress Party,2394,17,2411,0.18,Rajampet,Andhra Pradesh,378
12,SANGARAJU NAGESWARA RAJU,Independent,1523,12,1535,0.12,Rajampet,Andhra Pradesh,379
13,MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,1415,-,1415,0.11,Rajampet,Andhra Pradesh,380
14,BATTHALA RAMANAIAH,Jai Bharat National Party,1360,6,1366,0.1,Rajampet,Andhra Pradesh,381
15,DODDAPANENI RAJA NAIDU,Independent,1315,3,1318,0.1,Rajampet,Andhra Pradesh,382
16,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,1069,2,1071,0.08,Rajampet,Andhra Pradesh,383
17,KASTURI OBAIAH NAIDU,Independent,885,2,887,0.07,Rajampet,Andhra Pradesh,384
18,ASADI VENKATADRI,Independent,689,2,691,0.05,Rajampet,Andhra Pradesh,385
19,NOTA,None of the Above,11324,76,11400,0.86,Rajampet,Andhra Pradesh,386
1,KINJARAPU RAMMOHAN NAIDU,Telugu Desam,734501,19827,754328,61.05,Srikakulam,Andhra Pradesh,387
2,TILAK PERADA,Yuvajana Sramika Rythu Congress Party,420394,6033,426427,34.51,Srikakulam,Andhra Pradesh,388
3,PEDADA PARAMESWARA RAO,Indian National Congress,6724,448,7172,0.58,Srikakulam,Andhra Pradesh,389
4,SANAPALA SRAVAN KUMAR,Independent,5950,8,5958,0.48,Srikakulam,Andhra Pradesh,390
5,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,4661,81,4742,0.38,Srikakulam,Andhra Pradesh,391
6,VABA YOGESWARA RAO,Independent,3472,126,3598,0.29,Srikakulam,Andhra Pradesh,392
7,BETHA VIVEKANANDA MAHARAJ,Independent,2523,13,2536,0.21,Srikakulam,Andhra Pradesh,393
8,YEDDU LAKSHMINARAYANA,Independent,1598,7,1605,0.13,Srikakulam,Andhra Pradesh,394
9,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,1315,42,1357,0.11,Srikakulam,Andhra Pradesh,395
10,IPPILI SEETHARAJU,Jai Bharat National Party,1080,50,1130,0.09,Srikakulam,Andhra Pradesh,396
11,KAYA DURGARAO,Navarang Congress Party,811,7,818,0.07,Srikakulam,Andhra Pradesh,397
12,CHELLURI DANIYAL,Independent,796,20,816,0.07,Srikakulam,Andhra Pradesh,398
13,BOMMALI TIRUPATI RAO,Pyramid Party of India,589,5,594,0.05,Srikakulam,Andhra Pradesh,399
14,NOTA,None of the Above,24498,107,24605,1.99,Srikakulam,Andhra Pradesh,400
1,GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,626702,5526,632228,45.73,Thirupathi,Andhra Pradesh,401
2,VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,608494,9165,617659,44.67,Thirupathi,Andhra Pradesh,402
3,CHINTA MOHAN,Indian National Congress,63790,1733,65523,4.74,Thirupathi,Andhra Pradesh,403
4,PENUMURU. GURAPPA,Bahujan Samaj Party,10300,206,10506,0.76,Thirupathi,Andhra Pradesh,404
5,KATTAMANCHI. PRABHAKAR,Independent,5796,6,5802,0.42,Thirupathi,Andhra Pradesh,405
6,M UMADEVI,Janata Congress,5387,38,5425,0.39,Thirupathi,Andhra Pradesh,406
7,ALLAM.RAJA,Independent,4948,22,4970,0.36,Thirupathi,Andhra Pradesh,407
8,VIJAY KUMAR G.SRKR,Liberation Congress Party,4108,194,4302,0.31,Thirupathi,Andhra Pradesh,408
9,ANJAIAH.P,Republican Party of India (A),3657,9,3666,0.27,Thirupathi,Andhra Pradesh,409
10,V.C. NAVEEN GUPTA,Independent,1723,8,1731,0.13,Thirupathi,Andhra Pradesh,410
11,A. VARAPRASAD,Jatiya Jana Sena Party,1668,30,1698,0.12,Thirupathi,Andhra Pradesh,411
12,SYAMDHAN KURAPATI,Aihra National Party,1567,1,1568,0.11,Thirupathi,Andhra Pradesh,412
13,C. PUNYAMURTHY,United Republican Party of India,1511,4,1515,0.11,Thirupathi,Andhra Pradesh,413
14,KARRA SIVA,Pyramid Party of India,1501,9,1510,0.11,Thirupathi,Andhra Pradesh,414
15,VELURU. THEJOVATHI,Samajwadi Party,1362,27,1389,0.1,Thirupathi,Andhra Pradesh,415
16,C. DAVID,Indian Believers Party (IBP),1237,2,1239,0.09,Thirupathi,Andhra Pradesh,416
17,K. JEEVARATHNAM,Independent,1203,1,1204,0.09,Thirupathi,Andhra Pradesh,417
18,DASARI. GOWTHAM,Independent,1077,10,1087,0.08,Thirupathi,Andhra Pradesh,418
19,VIJAYA KUMAR.G,Independent,797,4,801,0.06,Thirupathi,Andhra Pradesh,419
20,A. MADHU,Jai Hindustan Party,711,-,711,0.05,Thirupathi,Andhra Pradesh,420
21,B. BHARANI BAS,Ambedkar National Congress,688,-,688,0.05,Thirupathi,Andhra Pradesh,421
22,Y. MAHESH,Independent,615,7,622,0.04,Thirupathi,Andhra Pradesh,422
23,PRASAD PATIBANDLA,Independent,607,1,608,0.04,Thirupathi,Andhra Pradesh,423
24,NOTA,None of the Above,15909,209,16118,1.17,Thirupathi,Andhra Pradesh,424
1,KESINENI SIVANATH (CHINNI),Telugu Desam,784722,9432,794154,58.21,Vijayawada,Andhra Pradesh,425
2,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,505637,6432,512069,37.53,Vijayawada,Andhra Pradesh,426
3,BHARGAV VALLURU,Indian National Congress,23498,608,24106,1.77,Vijayawada,Andhra Pradesh,427
4,KRISHNA KISHORE YANAMANDRA,Navataram Party,7710,168,7878,0.58,Vijayawada,Andhra Pradesh,428
5,VENKATA ASHOK PAPPURI,Independent,6672,-,6672,0.49,Vijayawada,Andhra Pradesh,429
6,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199,-,3199,0.23,Vijayawada,Andhra Pradesh,430
7,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2184,49,2233,0.16,Vijayawada,Andhra Pradesh,431
8,ANIL KUMAR MADDINENI,Independent,1240,-,1240,0.09,Vijayawada,Andhra Pradesh,432
9,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,609,6,615,0.05,Vijayawada,Andhra Pradesh,433
10,SYED KHAMURUNNISA,Navarang Congress Party,600,1,601,0.04,Vijayawada,Andhra Pradesh,434
11,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,486,3,489,0.04,Vijayawada,Andhra Pradesh,435
12,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,409,8,417,0.03,Vijayawada,Andhra Pradesh,436
13,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),365,3,368,0.03,Vijayawada,Andhra Pradesh,437
14,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,328,3,331,0.02,Vijayawada,Andhra Pradesh,438
15,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),323,4,327,0.02,Vijayawada,Andhra Pradesh,439
16,N DASARADHA RAMI REDDY,All India Jaihind Party,268,1,269,0.02,Vijayawada,Andhra Pradesh,440
17,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,239,5,244,0.02,Vijayawada,Andhra Pradesh,441
18,NOTA,None of the Above,9038,155,9193,0.67,Vijayawada,Andhra Pradesh,442
1,SRIBHARAT MATHUKUMILI,Telugu Desam,893884,13583,907467,65.42,Visakhapatnam,Andhra Pradesh,443
2,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,397821,5399,403220,29.07,Visakhapatnam,Andhra Pradesh,444
3,P. SATYA REDDY,Indian National Congress,29430,837,30267,2.18,Visakhapatnam,Andhra Pradesh,445
4,K.A. PAUL,Praja Shanthi Party,7529,167,7696,0.55,Visakhapatnam,Andhra Pradesh,446
5,PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party,6006,85,6091,0.44,Visakhapatnam,Andhra Pradesh,447
6,BIKKAVOLU. CHALAMAJI,Navarang Congress Party,4883,1,4884,0.35,Visakhapatnam,Andhra Pradesh,448
7,V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular),2534,3,2537,0.18,Visakhapatnam,Andhra Pradesh,449
8,ARUNA SRI MURALA,Independent,1991,2,1993,0.14,Visakhapatnam,Andhra Pradesh,450
9,VASUPILLI SURESH,Independent,1931,2,1933,0.14,Visakhapatnam,Andhra Pradesh,451
10,SONDI KRISHNA.,Independent,1811,7,1818,0.13,Visakhapatnam,Andhra Pradesh,452
11,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,1098,11,1109,0.08,Visakhapatnam,Andhra Pradesh,453
12,DR. GANAPATHI KONGARAPU.,Republican Party of India (A),944,6,950,0.07,Visakhapatnam,Andhra Pradesh,454
13,BANNA. RAMESH,Dalita Bahujana Party,941,7,948,0.07,Visakhapatnam,Andhra Pradesh,455
14,P. SATYA VANI,Pyramid Party of India,875,7,882,0.06,Visakhapatnam,Andhra Pradesh,456
15,DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal,760,7,767,0.06,Visakhapatnam,Andhra Pradesh,457
16,CHAPPIDI RAMU,Independent,756,1,757,0.05,Visakhapatnam,Andhra Pradesh,458
17,M.G.M. KHAN,Independent,738,4,742,0.05,Visakhapatnam,Andhra Pradesh,459
18,SHANKAR DEVARA YADAV,Independent,656,5,661,0.05,Visakhapatnam,Andhra Pradesh,460
19,VENU MADHAV KARRI,Independent,646,1,647,0.05,Visakhapatnam,Andhra Pradesh,461
20,DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party,628,10,638,0.05,Visakhapatnam,Andhra Pradesh,462
21,THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,628,5,633,0.05,Visakhapatnam,Andhra Pradesh,463
22,PIDIDHI APPARAO,Independent,576,4,580,0.04,Visakhapatnam,Andhra Pradesh,464
23,G.A.N. ANAND,Independent,543,-,543,0.04,Visakhapatnam,Andhra Pradesh,465
24,VADDI. HARI GANESH,Independent,518,2,520,0.04,Visakhapatnam,Andhra Pradesh,466
25,JANARDHAN PONNADA.,Independent,499,1,500,0.04,Visakhapatnam,Andhra Pradesh,467
26,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party,494,6,500,0.04,Visakhapatnam,Andhra Pradesh,468
27,JALADI VIJAYA KUMARI,Samajwadi Party,463,3,466,0.03,Visakhapatnam,Andhra Pradesh,469
28,CHINTADA SURYAM,Naba Bharata Nirmana Seva Party,443,5,448,0.03,Visakhapatnam,Andhra Pradesh,470
29,GANDIKOTA RAJESH,Navataram Party,392,1,393,0.03,Visakhapatnam,Andhra Pradesh,471
30,KOLLI NAGA RAJU,Independent,322,7,329,0.02,Visakhapatnam,Andhra Pradesh,472
31,METTA RAMA RAO,Independent,320,6,326,0.02,Visakhapatnam,Andhra Pradesh,473
32,LAGUDU. GOVINDA RAO,Independent,293,1,294,0.02,Visakhapatnam,Andhra Pradesh,474
33,MALLA SRAVANI,Independent,271,2,273,0.02,Visakhapatnam,Andhra Pradesh,475
34,NOTA,None of the Above,5171,142,5313,0.38,Visakhapatnam,Andhra Pradesh,476
1,APPALANAIDU KALISETTI,Telugu Desam,729284,13829,743113,57.2,Vizianagaram,Andhra Pradesh,477
2,BELLANA CHANDRASEKHAR,Yuvajana Sramika Rythu Congress Party,487691,6071,493762,38,Vizianagaram,Andhra Pradesh,478
3,BOBBILI SRINU,Indian National Congress,10270,353,10623,0.82,Vizianagaram,Andhra Pradesh,479
4,PEERUBANDI PRAKASH RAO,Bahujan Samaj Party,7985,53,8038,0.62,Vizianagaram,Andhra Pradesh,480
5,VELURI VENKATA TRINADHARAO,Independent,4146,6,4152,0.32,Vizianagaram,Andhra Pradesh,481
6,ALLU SRIRAMULU,Independent,3396,5,3401,0.26,Vizianagaram,Andhra Pradesh,482
7,SIYYADULA YELLA RAO,Independent,3105,2,3107,0.24,Vizianagaram,Andhra Pradesh,483
8,SRINIVASA RAO SAMBHANA,Yuga Thulasi Party,1758,3,1761,0.14,Vizianagaram,Andhra Pradesh,484
9,MARISERLA KRISHNAMURTHY NAIDU,Independent,1617,12,1629,0.13,Vizianagaram,Andhra Pradesh,485
10,VANGAPANDU MAHESWARA RAO,Naba Bharata Nirmana Seva Party,1544,9,1553,0.12,Vizianagaram,Andhra Pradesh,486
11,CHINNAM ARUNA KUMAR,Jaibhim Rao Bharat Party,1401,10,1411,0.11,Vizianagaram,Andhra Pradesh,487
12,ATCHIYYA NAIDU SAMIREDDY,Samajwadi Party,1059,11,1070,0.08,Vizianagaram,Andhra Pradesh,488
13,ADINARAYANA TADDI,Independent,855,1,856,0.07,Vizianagaram,Andhra Pradesh,489
14,P V A ANANDA SAGAR,Independent,787,4,791,0.06,Vizianagaram,Andhra Pradesh,490
15,SAKHINETI ANANTHA RAJU,Pyramid Party of India,715,10,725,0.06,Vizianagaram,Andhra Pradesh,491
16,NOTA,None of the Above,23097,153,23250,1.79,Vizianagaram,Andhra Pradesh,492
