S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
9,KHIRA YUSUF SIDIKBHAI,Independent,1368,3,1371,0.13,Jamnagar,Gujarat,129
10,NANJI AMARSHI BATHWAR,Independent,1365,5,1370,0.13,Jamnagar,Gujarat,130
11,ANWAR NOORMAMAD SANGHAR,Independent,1299,-,1299,0.12,Jamnagar,Gujarat,131
12,PARESHBHAI PARSOTTAMBHAI MUNGARA,Rashtriya Mahaswaraj Bhumi Party,1266,4,1270,0.12,Jamnagar,Gujarat,132
13,POPATPUTRA RAFIK ABUBAKAR,Independent,1133,5,1138,0.11,Jamnagar,Gujarat,133
14,NADEEM MAHAMMAD HALA,Independent,1069,1,1070,0.1,Jamnagar,Gujarat,134
15,NOTA,None of the Above,10972,112,11084,1.05,Jamnagar,Gujarat,135
1,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,578516,5533,584049,54.67,Junagadh,Gujarat,136
2,JOTVA HIRABHAI ARJANBHAI,Indian National Congress,444156,4399,448555,41.99,Junagadh,Gujarat,137
3,MAKADIA JAYANTILAL MALDEBHAI,Bahujan Samaj Party,7132,150,7282,0.68,Junagadh,Gujarat,138
4,VADHER DANSING CHINABHAI,Independent,5161,28,5189,0.49,Junagadh,Gujarat,139
5,DEVENDRABHAI DHANJIBHAI MOTIVARAS,Independent,2302,7,2309,0.22,Junagadh,Gujarat,140
6,BORICHANGAR BHAVESH DALPATRAI,Independent,1884,24,1908,0.18,Junagadh,Gujarat,141
7,DAKI NATHABHAI MENSIBHAI,Independent,1329,15,1344,0.13,Junagadh,Gujarat,142
8,ISHWAR RAMBHAI SOLANKI,Right to Recall Party,1150,21,1171,0.11,Junagadh,Gujarat,143
9,ALPESHKUMAR CHANDULAL TRAMBADIYA,Log Party,943,21,964,0.09,Junagadh,Gujarat,144
10,GORDHANBHAI MANGABHAI GOHEL,Independent,758,17,775,0.07,Junagadh,Gujarat,145
11,AARAB HASAM SUMRA,Independent,689,5,694,0.06,Junagadh,Gujarat,146
12,NOTA,None of the Above,13434,579,14013,1.31,Junagadh,Gujarat,147
1,CHAVDA VINOD LAKHAMSHI,Bharatiya Janata Party,656979,2595,659574,60.23,Kachchh,Gujarat,148
2,NITESH PARBATBHAI LALAN (MATANG),Indian National Congress,389384,1408,390792,35.68,Kachchh,Gujarat,149
3,VIJAY BHACHRA,Bahujan Samaj Party,6075,36,6111,0.56,Kachchh,Gujarat,150
4,VANAZARA HIRABEN DALPATBHAI,Independent,5145,6,5151,0.47,Kachchh,Gujarat,151
5,BABULAL LADHA CHAVDA,Independent,3348,6,3354,0.31,Kachchh,Gujarat,152
6,KAVITABEN DINESHBHAI MACHCHHOYA,Independent,3342,24,3366,0.31,Kachchh,Gujarat,153
7,DEVABHAI MITHABHAI GOHIL,Rashtriya Power Party,2087,14,2101,0.19,Kachchh,Gujarat,154
8,SHAMLIA VIRJI CHAKU,Hindvi Swarajyay Dal,1560,13,1573,0.14,Kachchh,Gujarat,155
9,ARVIND ASHOK SANGHELA,Gujarat Sarva Samaj Party,1509,17,1526,0.14,Kachchh,Gujarat,156
10,BOCHIYA BHIMJI BHIKHA,Sarva Samaj Janata Party,1491,6,1497,0.14,Kachchh,Gujarat,157
11,RAMJIBHAI JAKHUBHAI DAFDA,Right to Recall Party,1357,13,1370,0.13,Kachchh,Gujarat,158
12,NOTA,None of the Above,18604,138,18742,1.71,Kachchh,Gujarat,159
1,DEVUSINH CHAUHAN,Bharatiya Janata Party,738609,5826,744435,63.31,Kheda,Gujarat,160
2,KALUSINH DABHI,Indian National Congress,381656,5021,386677,32.88,Kheda,Gujarat,161
3,SODHA SANJAYKUMAR PARVATSINH,Independent,6123,16,6139,0.52,Kheda,Gujarat,162
4,BHAILALBHAI KALUBHAI PANDAV,Bahujan Samaj Party,6055,97,6152,0.52,Kheda,Gujarat,163
5,PARMAR HITESHKUMAR PARSOTTAMBHAI,Independent,2730,11,2741,0.23,Kheda,Gujarat,164
6,UPENDRAKUMAR VALLAVBHAI PATEL,Independent,2703,12,2715,0.23,Kheda,Gujarat,165
7,PATEL ANILKUMAR BHAILALBHAI,Rashtriya Mahaswaraj Bhumi Party,2493,30,2523,0.21,Kheda,Gujarat,166
8,SAIYAD KADARI MOHAMMAD SABIR ANVAR HUSAIN,Bhartiya Jan Nayak Party,1812,26,1838,0.16,Kheda,Gujarat,167
9,INDIRADEVI HIRALAL VORA,Garib Kalyan Party,1126,9,1135,0.1,Kheda,Gujarat,168
10,KAMLESHBHAI POPATBHAI PATEL,Bhartiya Jan Parishad,933,16,949,0.08,Kheda,Gujarat,169
11,IMRANBHAI VANKAWALA,Right to Recall Party,924,4,928,0.08,Kheda,Gujarat,170
12,KANTIYA DASRATH HARJIVANBHAI,New India United Party,789,3,792,0.07,Kheda,Gujarat,171
13,NOTA,None of the Above,18444,380,18824,1.6,Kheda,Gujarat,172
1,HARIBHAI PATEL,Bharatiya Janata Party,675614,10792,686406,63.74,Mahesana,Gujarat,173
2,RAMJI THAKOR,Indian National Congress,352578,5782,358360,33.28,Mahesana,Gujarat,174
3,AMRUTLAL MAKWANA,Bahujan Samaj Party,9710,164,9874,0.92,Mahesana,Gujarat,175
4,CHAUHAN PRAKASHKUMAR TRIBHOVANDAS,Akhila Vijaya Party,3866,16,3882,0.36,Mahesana,Gujarat,176
5,PATEL MANUBHAI SHANKARLAL,Independent,3597,75,3672,0.34,Mahesana,Gujarat,177
6,ZALA VIKRAMSINH BANESINH,Rashtra Nirman Party,2949,58,3007,0.28,Mahesana,Gujarat,178
