S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
12,VIPIN SINGH PATEL,Rashtriya Hind Ekta Dal,1799,7,1806,0.2,REWA,Madhya Pradesh,300
13,ARUNENDRA NARAYAN PANDEY,Independent,1550,1,1551,0.17,REWA,Madhya Pradesh,301
14,ARUN TIWARI 'MINTU',Independent,1113,-,1113,0.12,REWA,Madhya Pradesh,302
15,NOTA,None of the Above,6916,20,6936,0.76,REWA,Madhya Pradesh,303
1,DR. LATA WANKHEDE,Bharatiya Janata Party,786160,1819,787979,68.49,SAGAR,Madhya Pradesh,304
2,CHANDRA BHUSAN SINGH BUNDELA 'GUDDU RAJA',Indian National Congress,316059,698,316757,27.53,SAGAR,Madhya Pradesh,305
3,BHAGWATI PRASAD JATAV,Bahujan Samaj Party,16592,44,16636,1.45,SAGAR,Madhya Pradesh,306
4,BHEEKAM SINGH KUSHWAHA,Mahanwadi Party,5778,6,5784,0.5,SAGAR,Madhya Pradesh,307
5,RAM BHJAN BANSAL,Samata Party,3149,4,3153,0.27,SAGAR,Madhya Pradesh,308
6,MOHAMAD AARIF MAKRANI,Independent,2888,-,2888,0.25,SAGAR,Madhya Pradesh,309
7,SANGRAM SINGH YADAV,Independent,2819,5,2824,0.25,SAGAR,Madhya Pradesh,310
8,DHARMENDRA BANPURIYA,Independent,1621,3,1624,0.14,SAGAR,Madhya Pradesh,311
9,TOSHMANI PANTHI (KANNA),Independent,1293,6,1299,0.11,SAGAR,Madhya Pradesh,312
10,SURESH BANSAL,Bhartiya Shakti Chetna Party,1147,4,1151,0.1,SAGAR,Madhya Pradesh,313
11,LAXMI KUSHWAHA,Pichhara Samaj Party United,947,5,952,0.08,SAGAR,Madhya Pradesh,314
12,DR. RAMAVATAR SHARMA,Socialist Unity Centre Of India (COMMUNIST),924,4,928,0.08,SAGAR,Madhya Pradesh,315
13,AHIRWAR RAJKUMAR THEKEDAAR,Independent,914,3,917,0.08,SAGAR,Madhya Pradesh,316
14,NOTA,None of the Above,7641,16,7657,0.67,SAGAR,Madhya Pradesh,317
1,GANESH SINGH,Bharatiya Janata Party,458373,1355,459728,43.41,SATNA,Madhya Pradesh,318
2,DABBU SIDDHARTH SUKHLAL KUSHWAHA,Indian National Congress,373982,797,374779,35.39,SATNA,Madhya Pradesh,319
3,NARAYAN TRIPATHI,Bahujan Samaj Party,185303,315,185618,17.53,SATNA,Madhya Pradesh,320
4,DURGESH KUMAR VISHWAKARMA,Independent,5919,2,5921,0.56,SATNA,Madhya Pradesh,321
5,RAHUL DAHIYA,Independent,4276,1,4277,0.4,SATNA,Madhya Pradesh,322
6,CHHEDI LAL PRAJAPATI (PANDA  BABA),Independent,4060,1,4061,0.38,SATNA,Madhya Pradesh,323
7,CHANDRABHAN KOL,Independent,3393,5,3398,0.32,SATNA,Madhya Pradesh,324
8,"SAFI ULLA ""DBBU BHAI""",Independent,2612,2,2614,0.25,SATNA,Madhya Pradesh,325
9,ADV. ASHOK SAKET,Bahujan Dravida Party,2396,3,2399,0.23,SATNA,Madhya Pradesh,326
10,AZEEZ AHMED QURAISHY,Manviya Bharat Party,2078,4,2082,0.2,SATNA,Madhya Pradesh,327
11,MASTER JI AJIT KUMAR JAYSWAL,Peoples Party of India (Democratic),1887,4,1891,0.18,SATNA,Madhya Pradesh,328
12,KALIM AHMAD BACHCHA,Independent,1622,8,1630,0.15,SATNA,Madhya Pradesh,329
13,SUKHLAL VERMA RATNESH,Independent,1616,1,1617,0.15,SATNA,Madhya Pradesh,330
14,ASHOK KUMAR GUPTA,Bhartiya Shakti Chetna Party,1259,6,1265,0.12,SATNA,Madhya Pradesh,331
15,NANKU YADAV,Akhil Bharatiya Hind Kranti Party,1254,5,1259,0.12,SATNA,Madhya Pradesh,332
16,RISHABH SINGH,Independent,1068,5,1073,0.1,SATNA,Madhya Pradesh,333
17,ASHOK BAUDH,Independent,945,2,947,0.09,SATNA,Madhya Pradesh,334
18,HARI SHANKAR TIWARI (LOHA WALA),Bharatiya Jan Morcha Party,935,10,945,0.09,SATNA,Madhya Pradesh,335
19,RANJANA MISHRA,Nyaydharmsabha,905,10,915,0.09,SATNA,Madhya Pradesh,336
20,NOTA,None of the Above,2538,15,2553,0.24,SATNA,Madhya Pradesh,337
1,SMT. HIMADRI SINGH,Bharatiya Janata Party,709477,1666,711143,61.73,SHAHDOL,Madhya Pradesh,338
2,PHUNDE LAL SINGH MARKO,Indian National Congress,312833,970,313803,27.24,SHAHDOL,Madhya Pradesh,339
3,ANIL SINGH DHURVEY,Gondvana Gantantra Party,35186,92,35278,3.06,SHAHDOL,Madhya Pradesh,340
4,DHANI RAM KOL,Bahujan Samaj Party,21792,62,21854,1.9,SHAHDOL,Madhya Pradesh,341
5,SAMAR SHAH SINGH GOND,Communist Party of India,19861,22,19883,1.73,SHAHDOL,Madhya Pradesh,342
6,KESHKALI BAIGA,Independent,10042,29,10071,0.87,SHAHDOL,Madhya Pradesh,343
7,GUNJAN SINGH,Independent,7460,19,7479,0.65,SHAHDOL,Madhya Pradesh,344
8,RAVIKARAN SINGH DHURVE,Bhartiya Shakti Chetna Party,4964,11,4975,0.43,SHAHDOL,Madhya Pradesh,345
9,AMRIT LAL SINGH UIKEY,Peoples Party of India (Democratic),4701,21,4722,0.41,SHAHDOL,Madhya Pradesh,346
10,DR. DURGA WATI BHARIA,Chhattisgarh Vikas Ganga Rashtriya Party,3425,19,3444,0.3,SHAHDOL,Madhya Pradesh,347
11,NOTA,None of the Above,19341,20,19361,1.68,SHAHDOL,Madhya Pradesh,348
1,DR. RAJESH MISHRA,Bharatiya Janata Party,582664,895,583559,50.87,SIDHI,Madhya Pradesh,349
2,KAMLESHWAR INDRAJIT KUMAR,Indian National Congress,376336,807,377143,32.87,SIDHI,Madhya Pradesh,350
3,AJAY PRATAP SINGH,Gondvana Gantantra Party,50897,65,50962,4.44,SIDHI,Madhya Pradesh,351
4,PUJAN RAM SAKET (BABBU),Bahujan Samaj Party,33617,39,33656,2.93,SIDHI,Madhya Pradesh,352
5,LAXMAN SINGH BAIS,Independent,30634,28,30662,2.67,SIDHI,Madhya Pradesh,353
6,SANJAY NAMDEO,Communist Party of India,20284,6,20290,1.77,SIDHI,Madhya Pradesh,354
7,BHAGWAN PRASAD TIWARI,Independent,7330,1,7331,0.64,SIDHI,Madhya Pradesh,355
8,SUNIL TIWARI,Independent,5694,5,5699,0.5,SIDHI,Madhya Pradesh,356
9,SHYAMLAL VAISH,Bhartiya Shakti Chetna Party,5340,3,5343,0.47,SIDHI,Madhya Pradesh,357
10,KAILASH PRASAD VERMA,Independent,5289,2,5291,0.46,SIDHI,Madhya Pradesh,358
11,MAHENDRA BHAIYA,Independent,4658,-,4658,0.41,SIDHI,Madhya Pradesh,359
12,DASHRATH PRASAD BAIS,Independent,4131,-,4131,0.36,SIDHI,Madhya Pradesh,360
13,"NARAYAN DAS SHAH ""MULNIWASI""",Peoples Party of India (Democratic),3791,1,3792,0.33,SIDHI,Madhya Pradesh,361
14,DADDI YADAV,Independent,3301,4,3305,0.29,SIDHI,Madhya Pradesh,362
15,SMT. TARA DEVI SINGH,Rashtriya Jansanchar Dal,2701,6,2707,0.24,SIDHI,Madhya Pradesh,363
16,RAMSAHAY SAHU,Aapka Gantantra Party,2430,2,2432,0.21,SIDHI,Madhya Pradesh,364
17,RAMVISHAL KOL,Rashtriya Samaj Paksha,2079,8,2087,0.18,SIDHI,Madhya Pradesh,365
18,NOTA,None of the Above,4212,4,4216,0.37,SIDHI,Madhya Pradesh,366
1,DR. VIRENDRA KUMAR,Bharatiya Janata Party,713781,1269,715050,65.1,TIKAMGARH,Madhya Pradesh,367
2,KHUMAN URF PANKAJ AHIRWAR,Indian National Congress,311134,604,311738,28.38,TIKAMGARH,Madhya Pradesh,368
3,AHIRWAR DALLURAM,Bahujan Samaj Party,32604,69,32673,2.97,TIKAMGARH,Madhya Pradesh,369
4,AHIRWAR PANKAJ,Rashtriya Samaj Paksha,10147,11,10158,0.92,TIKAMGARH,Madhya Pradesh,370
5,SARJU PRASAD,Independent,5993,4,5997,0.55,TIKAMGARH,Madhya Pradesh,371
6,N.R. PRAJAPATI,Adarsh Nyay Rakshak Party,5475,9,5484,0.5,TIKAMGARH,Madhya Pradesh,372
7,BABULAL KHANGAR,Independent,4452,7,4459,0.41,TIKAMGARH,Madhya Pradesh,373
8,NOTA,None of the Above,12816,15,12831,1.17,TIKAMGARH,Madhya Pradesh,374
1,ANIL FIROJIYA,Bharatiya Janata Party,834374,1730,836104,62.93,UJJAIN,Madhya Pradesh,375
2,MAHESH PARMAR,Indian National Congress,459531,713,460244,34.64,UJJAIN,Madhya Pradesh,376
3,ADVOCATE PRAKASH CHOUHAN,Bahujan Samaj Party,9502,16,9518,0.72,UJJAIN,Madhya Pradesh,377
4,DR. HEMANT PARMAR,Bhim Sena,4973,3,4976,0.37,UJJAIN,Madhya Pradesh,378
5,SURESH BAGARI,Independent,2786,5,2791,0.21,UJJAIN,Madhya Pradesh,379
6,MAHESH PARMAR,Independent,2468,8,2476,0.19,UJJAIN,Madhya Pradesh,380
7,GANGA MALVIYA,Independent,1288,7,1295,0.1,UJJAIN,Madhya Pradesh,381
8,ANIL,Independent,979,2,981,0.07,UJJAIN,Madhya Pradesh,382
9,ISHWARLAL VARSHI,Independent,860,3,863,0.06,UJJAIN,Madhya Pradesh,383
10,NOTA,None of the Above,9310,22,9332,0.7,UJJAIN,Madhya Pradesh,384
1,SHIVRAJ SINGH CHOUHAN,Bharatiya Janata Party,1111556,4904,1116460,76.7,VIDISHA,Madhya Pradesh,385
2,PRATAPBHANU SHARMA,Indian National Congress,293537,1515,295052,20.27,VIDISHA,Madhya Pradesh,386
3,KISHAN LAL LADIYA,Bahujan Samaj Party,10734,82,10816,0.74,VIDISHA,Madhya Pradesh,387
4,KAMLESH KUMAR GOUR,Jai Prakash Janata Dal,8167,11,8178,0.56,VIDISHA,Madhya Pradesh,388
5,DHOOLSINGH DHAMMA,Independent,3417,7,3424,0.24,VIDISHA,Madhya Pradesh,389
6,SATYENDRA SINGH SISODIYA,Independent,2921,4,2925,0.2,VIDISHA,Madhya Pradesh,390
7,DHARMVIR BHARTI,Akhil Bhartiya Parivar Party,2809,10,2819,0.19,VIDISHA,Madhya Pradesh,391
8,ABDUL RASHID,Independent,1679,3,1682,0.12,VIDISHA,Madhya Pradesh,392
9,BHAI MUNSHILAL SILAWAT,Public Political Party,1114,3,1117,0.08,VIDISHA,Madhya Pradesh,393
10,ABDUL JABBAR,Independent,1076,6,1082,0.07,VIDISHA,Madhya Pradesh,394
11,SEEMA SHARMA,Sapaks Party,1065,8,1073,0.07,VIDISHA,Madhya Pradesh,395
12,DHARMENDRA SINGH PANWAR (GOLU BHAIYA),Right to Recall Party,1025,1,1026,0.07,VIDISHA,Madhya Pradesh,396
13,BHEEKAM SINGH KUSHWAHA,Mahanwadi Party,720,4,724,0.05,VIDISHA,Madhya Pradesh,397
14,NOTA,None of the Above,9218,62,9280,0.64,VIDISHA,Madhya Pradesh,398
