S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
9,RAM HANUMANT SHENDAGE,Independent,3255,8,3263,0.25,Osmanabad,Maharashtra,804
10,UMAJI PANDURANG GAIKWAD,Independent,3089,6,3095,0.24,Osmanabad,Maharashtra,805
11,GORE NETAJI NAGNATH,Desh Janhit Party,2314,22,2336,0.18,Osmanabad,Maharashtra,806
12,HANUMANT LAXMAN BONDAR,Independent,2170,2,2172,0.17,Osmanabad,Maharashtra,807
13,NAVNATH DASHRATH UPALEKAR,Independent,2099,9,2108,0.16,Osmanabad,Maharashtra,808
14,SIDDIK IBRAHIM BAUDIWALE ALIAS GOLABHAI,All India Majlis-E-Ittehadul Muslimeen,2052,8,2060,0.16,Osmanabad,Maharashtra,809
15,ARJUN (DADA) SALGAR,Independent,1923,12,1935,0.15,Osmanabad,Maharashtra,810
16,ARYANRAJE KISANRAO SHINDE,Rashtriya Samaj Dal (R),1852,35,1887,0.15,Osmanabad,Maharashtra,811
17,SHAIKH NAUSHAD IQBAL,Swarajya Shakti Sena,1671,15,1686,0.13,Osmanabad,Maharashtra,812
18,SHAMRAO HARIBHAU PAWAR,Samnak Janta Party,1492,17,1509,0.12,Osmanabad,Maharashtra,813
19,YOGIRAJ ANANTA TAMBE,Independent,1326,10,1336,0.1,Osmanabad,Maharashtra,814
20,SOMNATH NANASAHEB KAMBLE,Independent,1262,6,1268,0.1,Osmanabad,Maharashtra,815
21,BHORE NITIN KHANDU,Independent,1195,9,1204,0.09,Osmanabad,Maharashtra,816
22,MANOHAR ANANDRAO PATIL,Independent,1182,8,1190,0.09,Osmanabad,Maharashtra,817
23,NAVNATH VISHWANATH DUDHAL,Vishva Shakti Party,1123,12,1135,0.09,Osmanabad,Maharashtra,818
24,NITESH SHIVAJI PAWAR,Hindrashtra Sangh,1060,19,1079,0.08,Osmanabad,Maharashtra,819
25,ADV. VISHVJEET VIJAYKUMAR SHINDE,Aadarsh Sangram Party,855,10,865,0.07,Osmanabad,Maharashtra,820
26,SHAYANI NAVANATH JADHAV,Independent,779,3,782,0.06,Osmanabad,Maharashtra,821
27,NITIN NAGNATH GAIKWAD,Independent,729,2,731,0.06,Osmanabad,Maharashtra,822
28,ADV. BHAUSAHEB ANIL BELURE,Independent,675,2,677,0.05,Osmanabad,Maharashtra,823
29,VILAS BHAGWAT GHADGE,Independent,604,6,610,0.05,Osmanabad,Maharashtra,824
30,SAMEERSINGH RAMESHCHANDRA SALVI,Independent,591,3,594,0.05,Osmanabad,Maharashtra,825
31,RAJKUMAR SAHEBRAO PATIL,Independent,589,4,593,0.05,Osmanabad,Maharashtra,826
32,NOTA,None of the Above,4250,48,4298,0.34,Osmanabad,Maharashtra,827
1,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69,Palghar,Maharashtra,828
2,BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey),416822,1116,417938,30.37,Palghar,Maharashtra,829
3,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,254011,506,254517,18.5,Palghar,Maharashtra,830
4,BHARAT SAMJI VANGA,Bahujan Samaj Party,15425,40,15465,1.12,Palghar,Maharashtra,831
5,MEENA KISHOR BHAD,Independent,14223,12,14235,1.03,Palghar,Maharashtra,832
6,VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi,10882,54,10936,0.79,Palghar,Maharashtra,833
7,MOHAN BARAKU GUHE,Bharat Adivasi Party,10737,24,10761,0.78,Palghar,Maharashtra,834
8,DINKAR DATTATRAYA WADHAN,Independent,10672,15,10687,0.78,Palghar,Maharashtra,835
9,AMAR KISAN KAVALE,Independent,9806,15,9821,0.71,Palghar,Maharashtra,836
10,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),7061,24,7085,0.51,Palghar,Maharashtra,837
11,NOTA,None of the Above,23312,73,23385,1.7,Palghar,Maharashtra,838
1,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17,Parbhani,Maharashtra,839
2,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha,463764,3518,467282,35.1,Parbhani,Maharashtra,840
3,PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi,95394,573,95967,7.21,Parbhani,Maharashtra,841
4,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party,15355,40,15395,1.16,Parbhani,Maharashtra,842
5,KAMBLE SHIVAJI DEVAJI,Independent,11050,10,11060,0.83,Parbhani,Maharashtra,843
6,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party,10972,90,11062,0.83,Parbhani,Maharashtra,844
7,SAMIR GANESHRAO DUDHGAONKAR,Independent,10951,105,11056,0.83,Parbhani,Maharashtra,845
8,KRUSHNA TRIMBAKRAO PAWAR,Independent,10145,9,10154,0.76,Parbhani,Maharashtra,846
9,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party,9487,33,9520,0.72,Parbhani,Maharashtra,847
10,PROF. DR. VILAS BANSIDHAR TANGADE,Independent,8814,6,8820,0.66,Parbhani,Maharashtra,848
11,ARJUN DNYANOBA BHISE,Independent,6915,8,6923,0.52,Parbhani,Maharashtra,849
12,COMRADE RAJAN KSHIRSAGAR,Communist Party of India,6627,22,6649,0.5,Parbhani,Maharashtra,850
13,KISHORKUMAR PRAKASH SHINDE,Independent,6547,1,6548,0.49,Parbhani,Maharashtra,851
14,KISHORE RADHAKISHAN DHAGE,Independent,5446,34,5480,0.41,Parbhani,Maharashtra,852
15,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India,4629,15,4644,0.35,Parbhani,Maharashtra,853
16,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi,4354,40,4394,0.33,Parbhani,Maharashtra,854
17,KARBHARI KUNDLIK MITHE,Independent,4268,8,4276,0.32,Parbhani,Maharashtra,855
18,APPASAHEB OMKAR KADAM,Independent,3883,8,3891,0.29,Parbhani,Maharashtra,856
19,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party,3617,11,3628,0.27,Parbhani,Maharashtra,857
20,COMRADE GANPAT BHISE,Independent,3589,15,3604,0.27,Parbhani,Maharashtra,858
21,DNYANESHWAR JAGANNATH DAHIBHATE,Independent,3538,1,3539,0.27,Parbhani,Maharashtra,859
22,ANIL MANIKRAO MUDGALKAR,Independent,3531,2,3533,0.27,Parbhani,Maharashtra,860
23,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent,3452,7,3459,0.26,Parbhani,Maharashtra,861
24,SUBHASH DATTARAV JAVLE,Independent,3429,5,3434,0.26,Parbhani,Maharashtra,862
25,RAJABHAU SHESHRAO KAKDE,Independent,3299,3,3302,0.25,Parbhani,Maharashtra,863
26,RAJENDRA RAMDAS ATKAL,Independent,2807,5,2812,0.21,Parbhani,Maharashtra,864
27,SAYYD ABDUL SATTAR AJIJ,Independent,2646,4,2650,0.2,Parbhani,Maharashtra,865
28,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat,2617,2,2619,0.2,Parbhani,Maharashtra,866
29,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena,2324,15,2339,0.18,Parbhani,Maharashtra,867
30,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party,2017,24,2041,0.15,Parbhani,Maharashtra,868
31,VIJAY ANNASAHEB THOMBARE,Independent,1957,2,1959,0.15,Parbhani,Maharashtra,869
32,VISHNUDAS SHIVAJI BHOSALE,Independent,1856,4,1860,0.14,Parbhani,Maharashtra,870
33,MUSTAFA MAINODDIN SHAIKH,Independent,1298,4,1302,0.1,Parbhani,Maharashtra,871
34,BOBADE SAKHARAM PADEGAONKAR,Independent,1244,2,1246,0.09,Parbhani,Maharashtra,872
35,NOTA,None of the Above,3306,79,3385,0.25,Parbhani,Maharashtra,873
1,MURLIDHAR MOHOL,Bharatiya Janata Party,584171,557,584728,52.94,Pune,Maharashtra,874
2,DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress,461409,281,461690,41.8,Pune,Maharashtra,875
3,VASANT (TATYA) MORE,Vanchit Bahujan  Aaghadi,31991,21,32012,2.9,Pune,Maharashtra,876
4,RANPISE PRASHANT DADARAM,Bahujan Samaj Party,3969,5,3974,0.36,Pune,Maharashtra,877
5,CHORMALE SANDIP SOPAN,Independent,1644,1,1645,0.15,Pune,Maharashtra,878
6,GORAKH NARAYAN GHODKE,Independent,1451,-,1451,0.13,Pune,Maharashtra,879
7,KIRAN LAXMAN RAYKAR,Independent,1052,-,1052,0.1,Pune,Maharashtra,880
8,ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen,859,1,860,0.08,Pune,Maharashtra,881
9,SACHIN DATTATRAY DHANKUDE,Independent,788,1,789,0.07,Pune,Maharashtra,882
10,YUVRAJ CHANDRAKANT  LIMBOLE,Right to Recall Party,698,-,698,0.06,Pune,Maharashtra,883
11,DR. DEVYANI PANDIT,Independent,645,5,650,0.06,Pune,Maharashtra,884
12,NARENDRA DNYANESHWAR PAWTEKAR,Independent,533,1,534,0.05,Pune,Maharashtra,885
13,SAGAR SAMBHAJI PORE,Independent,515,-,515,0.05,Pune,Maharashtra,886
14,SURESH DNYANOBA PATIL,Sainik Samaj Party,437,-,437,0.04,Pune,Maharashtra,887
15,AMBORE MANJUNATH MARUTI,Independent,433,-,433,0.04,Pune,Maharashtra,888
16,ASHWINI PRATIBHA KHAIRNAR,Independent,412,3,415,0.04,Pune,Maharashtra,889
17,VIJAY VINAYAK JAGTAP,Independent,382,-,382,0.03,Pune,Maharashtra,890
18,HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,Apni Prajahit Party,374,1,375,0.03,Pune,Maharashtra,891
19,NEERAJ SUNIL KAMTHAN,Hindu Samaj Party,351,-,351,0.03,Pune,Maharashtra,892
20,MANOJ LAXMAN VETAL,Bhim Sena,351,1,352,0.03,Pune,Maharashtra,893
21,KAMBLE MILIND,Bahujan Samaj Party  (Ambedkar),344,3,347,0.03,Pune,Maharashtra,894
22,CHANDRAKANT PARMESHWAR SAWANT,Independent,314,-,314,0.03,Pune,Maharashtra,895
23,SHABBIR SAJJANBHAI TAMBOLI,Independent,313,-,313,0.03,Pune,Maharashtra,896
24,SANJAY LAXMAN KENDALE,Independent,311,-,311,0.03,Pune,Maharashtra,897
25,JOHNSON VASANT KOLHAPURE,Independent,304,1,305,0.03,Pune,Maharashtra,898
26,ADV. YOGESH MAKANE,Independent,298,1,299,0.03,Pune,Maharashtra,899
27,SUBROTO ROY,Ekam Sanatan Bharat Dal,293,1,294,0.03,Pune,Maharashtra,900
28,DR. BALASAHEB ARJUN POL,Independent,259,-,259,0.02,Pune,Maharashtra,901
29,VIJAYALAXMI SHRIKANT SINDAGI,Rashtriya Maratha Party,239,1,240,0.02,Pune,Maharashtra,902
30,MAHESH DASHRATH MHASKE,Independent,229,2,231,0.02,Pune,Maharashtra,903
31,YABES ALIAS AMOL SHAMUVEL TUJARE,Independent,223,-,223,0.02,Pune,Maharashtra,904
32,VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),Independent,183,2,185,0.02,Pune,Maharashtra,905
33,BABA SALIM SAYYED,Independent,163,1,164,0.01,Pune,Maharashtra,906
34,BAGBAN SALEEM ABDUL RAZZAQUE,Independent,146,-,146,0.01,Pune,Maharashtra,907
35,ZNYOSHO VIJAYPRAKASH,Independent,138,-,138,0.01,Pune,Maharashtra,908
36,NOTA,None of the Above,7449,11,7460,0.68,Pune,Maharashtra,909
1,TATKARE SUNIL DATTATREY,Nationalist Congress Party,506529,1823,508352,50.17,Raigad,Maharashtra,910
2,ANANT GEETE,Shiv Sena (Uddhav Balasaheb Thackrey),423137,2431,425568,42,Raigad,Maharashtra,911
3,KUMUDINI RAVINDRA CHAVAN,Vanchit Bahujan  Aaghadi,19500,118,19618,1.94,Raigad,Maharashtra,912
4,SHRINIVAS SATYANARAYAN MATTAPARTI,Independent,9379,15,9394,0.93,Raigad,Maharashtra,913
5,AMIT SHRIPAL KAWADE,Independent,5603,31,5634,0.56,Raigad,Maharashtra,914
6,ANANT BALOJI GITE,Independent,3485,30,3515,0.35,Raigad,Maharashtra,915
7,NITIN JAGANNATH MAYEKAR,Independent,2548,12,2560,0.25,Raigad,Maharashtra,916
8,CHAULE PANDURANG DAMODAR,Independent,2394,23,2417,0.24,Raigad,Maharashtra,917
9,ANANT PADMA GITE,Independent,2001,39,2040,0.2,Raigad,Maharashtra,918
10,COL PRAKASHRAO CHAVAN,Bharatheeya Jawan Kisan Party,1863,76,1939,0.19,Raigad,Maharashtra,919
11,KOLI MANGESH PADMAKAR,Independent,1797,23,1820,0.18,Raigad,Maharashtra,920
12,ADV AJAY UPADHYE,Independent,1756,39,1795,0.18,Raigad,Maharashtra,921
13,ANJANI ASHWIN KELKAR,Independent,1325,25,1350,0.13,Raigad,Maharashtra,922
14,NOTA,None of the Above,27188,82,27270,2.69,Raigad,Maharashtra,923
1,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,611894,1131,613025,48.94,Ramtek,Maharashtra,924
2,RAJU DEONATH PARVE,Shiv Sena,535234,1023,536257,42.81,Ramtek,Maharashtra,925
3,SANDIP SAHADEO MESHRAM,Bahujan Samaj Party,26003,95,26098,2.08,Ramtek,Maharashtra,926
4,KISHORE  UTTAMRAO GAJBHIYE,Independent,24324,59,24383,1.95,Ramtek,Maharashtra,927
5,AJAY BAKARAM CHAVAN,Independent,6021,5,6026,0.48,Ramtek,Maharashtra,928
6,SANVIDHAN G LOKHANDE,Baliraja Party,5810,4,5814,0.46,Ramtek,Maharashtra,929
7,ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party,5108,29,5137,0.41,Ramtek,Maharashtra,930
8,GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party,3750,16,3766,0.3,Ramtek,Maharashtra,931
9,ARVIND SHIVAJI TANDEKAR,Independent,3208,7,3215,0.26,Ramtek,Maharashtra,932
10,SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi,1983,9,1992,0.16,Ramtek,Maharashtra,933
11,SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi,1858,26,1884,0.15,Ramtek,Maharashtra,934
12,ADV BHIMRAO SHENDE,Bahujan Republican  Socialist Party,1811,7,1818,0.15,Ramtek,Maharashtra,935
13,GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party,1760,13,1773,0.14,Ramtek,Maharashtra,936
14,ASHISH BHAURAO SARODE,Bhim Sena,1600,20,1620,0.13,Ramtek,Maharashtra,937
15,PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India,1337,3,1340,0.11,Ramtek,Maharashtra,938
16,UMESH RAJU  KHADSE,Rashtra Samarpan Party,1223,6,1229,0.1,Ramtek,Maharashtra,939
17,SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic),975,2,977,0.08,Ramtek,Maharashtra,940
18,PREMKUMAR DASHRATH GAJBHARE,Independent,921,4,925,0.07,Ramtek,Maharashtra,941
19,RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A),908,5,913,0.07,Ramtek,Maharashtra,942
20,BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party,881,7,888,0.07,Ramtek,Maharashtra,943
21,VILAS SHRIPAT KHADSE,Independent,857,3,860,0.07,Ramtek,Maharashtra,944
22,SUBHASH LOKHANDE,Independent,849,1,850,0.07,Ramtek,Maharashtra,945
23,KARTIK GENDLALJI DOKE,Independent,844,3,847,0.07,Ramtek,Maharashtra,946
24,ADV ULHAS SHALIKRAM DUPARE,Independent,780,1,781,0.06,Ramtek,Maharashtra,947
25,LAROKAR SURESH PUNDLIK,Independent,693,5,698,0.06,Ramtek,Maharashtra,948
26,SUNIL UTTAMRAO SALVE,Independent,649,2,651,0.05,Ramtek,Maharashtra,949
27,GOWARDHAN NAMDEO SOMDEVE,Independent,509,2,511,0.04,Ramtek,Maharashtra,950
28,VILAS GANESH ZODAPE,Independent,402,5,407,0.03,Ramtek,Maharashtra,951
29,NOTA,None of the Above,7769,58,7827,0.62,Ramtek,Maharashtra,952
1,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07,Ratnagiri- Sindhudurg,Maharashtra,953
2,VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),396524,4132,400656,43.83,Ratnagiri- Sindhudurg,Maharashtra,954
3,VINAYAK LAVU RAUT,Independent,15769,57,15826,1.73,Ratnagiri- Sindhudurg,Maharashtra,955
4,MARUTI RAMACHANDRA JOSHI,Vanchit Bahujan  Aaghadi,9873,166,10039,1.1,Ratnagiri- Sindhudurg,Maharashtra,956
5,AAYARE RAJENDRA LAHU,Bahujan Samaj Party,7796,60,7856,0.86,Ratnagiri- Sindhudurg,Maharashtra,957
6,SHAKIL SAWANT,Independent,6373,22,6395,0.7,Ratnagiri- Sindhudurg,Maharashtra,958
7,TAMBADE AMRUT ANANT (RAJAPURKAR),Independent,5563,19,5582,0.61,Ratnagiri- Sindhudurg,Maharashtra,959
8,ASHOK GANGARAM PAWAR,Bahujan Mukti Party,5244,36,5280,0.58,Ratnagiri- Sindhudurg,Maharashtra,960
9,SURESH GOVINDRAO SHINDE,Sainik Samaj Party,2209,38,2247,0.25,Ratnagiri- Sindhudurg,Maharashtra,961
10,NOTA,None of the Above,11516,127,11643,1.27,Ratnagiri- Sindhudurg,Maharashtra,962
1,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558,1321,630879,53.84,Raver,Maharashtra,963
2,SHRIRAM DAYARAM PATIL,Nationalist Congress Party – Sharadchandra Pawar,358030,666,358696,30.61,Raver,Maharashtra,964
3,ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan  Aaghadi,59001,119,59120,5.05,Raver,Maharashtra,965
4,EKNATH NAGO SALUNKE,Independent,43957,25,43982,3.75,Raver,Maharashtra,966
5,GULAB DAYARAM BHIL,Bharat Adivasi Party,9622,22,9644,0.82,Raver,Maharashtra,967
6,MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent,7874,10,7884,0.67,Raver,Maharashtra,968
7,VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party,7551,26,7577,0.65,Raver,Maharashtra,969
8,VASANT SHANKAR KOLTE,Independent,6713,5,6718,0.57,Raver,Maharashtra,970
9,PRAVIN LAXMAN PATIL,Independent,6087,5,6092,0.52,Raver,Maharashtra,971
10,YUVRAJ DEVSING BARELA,Independent,5131,4,5135,0.44,Raver,Maharashtra,972
11,ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),4686,4,4690,0.4,Raver,Maharashtra,973
12,SHRIRAM SITARAM PATIL,Independent,4264,5,4269,0.36,Raver,Maharashtra,974
13,JITENDRA PANDURANG PATIL,Independent,3582,5,3587,0.31,Raver,Maharashtra,975
14,SANJAY PRALHAD KANDELKAR,Independent,2954,7,2961,0.25,Raver,Maharashtra,976
15,SAGAR PRABHAKAR PATIL,Independent,2932,3,2935,0.25,Raver,Maharashtra,977
16,SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),2277,5,2282,0.19,Raver,Maharashtra,978
17,ANIL PITAMBAR WAGH (SIR),Independent,2265,13,2278,0.19,Raver,Maharashtra,979
18,PROF. DR. ASHISH SUBHASH JADHAV,Independent,1919,8,1927,0.16,Raver,Maharashtra,980
19,BHIVRAJ RAMDAS RAYSINGE,Independent,1807,2,1809,0.15,Raver,Maharashtra,981
20,KOMALBAI BAPURAO PATIL,Independent,1424,5,1429,0.12,Raver,Maharashtra,982
21,SHAIKH AABID SHAIKH BASHIR,Independent,1035,5,1040,0.09,Raver,Maharashtra,983
22,AMIT HARIBHAU KOLTE,Independent,980,1,981,0.08,Raver,Maharashtra,984
23,DR. YOGENDRA VITTHAL KOLTE,Independent,900,2,902,0.08,Raver,Maharashtra,985
24,SHRIRAM OMKAR PATIL,Independent,743,6,749,0.06,Raver,Maharashtra,986
25,NOTA,None of the Above,4073,27,4100,0.35,Raver,Maharashtra,987
1,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91,Sangli,Maharashtra,988
2,SANJAY (KAKA) PATIL,Bharatiya Janata Party,469392,2221,471613,40.35,Sangli,Maharashtra,989
3,CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),60115,745,60860,5.21,Sangli,Maharashtra,990
4,ALLAUDDIN HAYATCHAND KAZI,Independent,9269,13,9282,0.79,Sangli,Maharashtra,991
5,PRAKASH SHIVAJIRAO SHENDGE,Independent,8150,101,8251,0.71,Sangli,Maharashtra,992
6,PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party,5518,47,5565,0.48,Sangli,Maharashtra,993
7,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,5502,58,5560,0.48,Sangli,Maharashtra,994
8,MAHESH YASHWANT KHARADE,Swabhimani Paksha,5491,30,5521,0.47,Sangli,Maharashtra,995
9,RAVINDRA CHANDAR SOLANKAR,Independent,3649,9,3658,0.31,Sangli,Maharashtra,996
10,ANAND SHANKAR NALAGE,Baliraja Party,3531,9,3540,0.3,Sangli,Maharashtra,997
11,SHASHIKANT GAUTAM DESHMUKH,Independent,3143,12,3155,0.27,Sangli,Maharashtra,998
12,SATISH LALITA KRISHNA KADAM,Hindustan Janta Party,2851,8,2859,0.24,Sangli,Maharashtra,999
13,SUWARNATAI SUDHAKAR GAYAKWAD,Independent,1925,12,1937,0.17,Sangli,Maharashtra,1000
14,DATTATRAY PANDIT PATIL,Independent,1468,1,1469,0.13,Sangli,Maharashtra,1001
15,TOUHID ILAHI MOMIN,Independent,1460,-,1460,0.12,Sangli,Maharashtra,1002
16,AJIT DHANAJI KHANDARE,Independent,1380,18,1398,0.12,Sangli,Maharashtra,1003
17,BANDAGAR NANASO BALASO,Independent,1292,8,1300,0.11,Sangli,Maharashtra,1004
18,JALINDAR MACHINDRA THOMAKE,Independent,1257,3,1260,0.11,Sangli,Maharashtra,1005
19,SANGRAM RAJARAM MORE,Independent,1004,7,1011,0.09,Sangli,Maharashtra,1006
20,DR AKASH VHATKAR,Independent,803,11,814,0.07,Sangli,Maharashtra,1007
21,NOTA,None of the Above,6512,53,6565,0.56,Sangli,Maharashtra,1008
1,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,568749,2385,571134,47.67,Satara,Maharashtra,1009
2,SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,536475,1888,538363,44.94,Satara,Maharashtra,1010
3,GADE SANJAY KONDIBA,Independent,37035,27,37062,3.09,Satara,Maharashtra,1011
4,KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi,11878,34,11912,0.99,Satara,Maharashtra,1012
5,ANAND RAMESH THORWADE,Bahujan Samaj Party,6432,53,6485,0.54,Satara,Maharashtra,1013
6,KORDE SURESHRAO DINKAR,Independent,4699,13,4712,0.39,Satara,Maharashtra,1014
7,MARUTI DHONDIRAM JANKAR,Independent,3944,7,3951,0.33,Satara,Maharashtra,1015
8,SEEMA SUNIL POTDAR,Independent,3458,-,3458,0.29,Satara,Maharashtra,1016
9,VISHWAJIT PATIL UNDALKAR,Independent,3432,6,3438,0.29,Satara,Maharashtra,1017
10,NIVRUTTI KERU SHINDE,Independent,2666,8,2674,0.22,Satara,Maharashtra,1018
11,SAYAJI GANPAT WAGHMARE,Bahujan Republican  Socialist Party,2490,11,2501,0.21,Satara,Maharashtra,1019
12,SACHIN SUBHASH MAHAJAN,Independent,2010,5,2015,0.17,Satara,Maharashtra,1020
13,DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,1388,7,1395,0.12,Satara,Maharashtra,1021
14,TUSHAR VIJAY MOTLING,Bahujan Mukti Party,1296,5,1301,0.11,Satara,Maharashtra,1022
15,PRATIBHA SHELAR,Independent,1104,19,1123,0.09,Satara,Maharashtra,1023
16,BAGAL SADASHIV SAHEBRAO,Independent,955,3,958,0.08,Satara,Maharashtra,1024
17,NOTA,None of the Above,5476,46,5522,0.46,Satara,Maharashtra,1025
1,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),475637,1263,476900,45,Shirdi,Maharashtra,1026
2,LOKHANDE SADASHIV KISAN,Shiv Sena,425498,873,426371,40.23,Shirdi,Maharashtra,1027
3,UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan  Aaghadi,90748,181,90929,8.58,Shirdi,Maharashtra,1028
4,BHAUSAHEB RAMNATH WAKCHAURE,Independent,13973,33,14006,1.32,Shirdi,Maharashtra,1029
5,RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party,7000,40,7040,0.66,Shirdi,Maharashtra,1030
6,RAVINDRA KALLAYYA SWAMY,Independent,5536,1,5537,0.52,Shirdi,Maharashtra,1031
7,ABHIJEET ASHOKRAO POTE,Independent,4761,15,4776,0.45,Shirdi,Maharashtra,1032
8,BHARAT SAMBHAJI BHOSLE,Samata Party,3395,8,3403,0.32,Shirdi,Maharashtra,1033
9,SATISH BHIVA PAWAR,Independent,2765,6,2771,0.26,Shirdi,Maharashtra,1034
10,GANGADHAR RAJARAM KADAM,Independent,2743,14,2757,0.26,Shirdi,Maharashtra,1035
11,BAGUL GORAKSHA TANHAJI,Independent,2658,2,2660,0.25,Shirdi,Maharashtra,1036
12,PRASHANT VASANT NIKAM,Independent,2542,3,2545,0.24,Shirdi,Maharashtra,1037
13,ADV NITIN DADAHARI POL,Bahujan Bharat Party,2517,15,2532,0.24,Shirdi,Maharashtra,1038
14,RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,2500,5,2505,0.24,Shirdi,Maharashtra,1039
15,ADV SIDHARTH DEEPAK BODHAK,Independent,2202,2,2204,0.21,Shirdi,Maharashtra,1040
16,CHANDRAKANT SAMBHAJI DONDE,Independent,2074,6,2080,0.2,Shirdi,Maharashtra,1041
17,ASHOK RAMCHANDRA ALHAT,Independent,1794,4,1798,0.17,Shirdi,Maharashtra,1042
18,KHAJEKAR VIJAYRAO GOVINDRAO,Independent,1555,2,1557,0.15,Shirdi,Maharashtra,1043
19,KHARAT NACHIKET RAGHUNATH,Independent,1146,4,1150,0.11,Shirdi,Maharashtra,1044
20,SANJAY POPAT BHALERAO,Independent,958,5,963,0.09,Shirdi,Maharashtra,1045
21,NOTA,None of the Above,5326,54,5380,0.51,Shirdi,Maharashtra,1046
1,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,697768,924,698692,50.83,Shirur,Maharashtra,1047
2,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557138,603,557741,40.58,Shirur,Maharashtra,1048
3,MANOHAR MAHADU WADEKAR,Independent,28324,6,28330,2.06,Shirur,Maharashtra,1049
4,DR. ANWAR SHAIKH,Vanchit Bahujan  Aaghadi,17444,18,17462,1.27,Shirur,Maharashtra,1050
5,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,10280,15,10295,0.75,Shirur,Maharashtra,1051
6,CHANDGUDE VINOD VASANT,Independent,8076,2,8078,0.59,Shirur,Maharashtra,1052
7,GORAKSH KASABE,Independent,4913,2,4915,0.36,Shirur,Maharashtra,1053
8,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,4125,11,4136,0.3,Shirur,Maharashtra,1054
9,GAIKWAD NILOBA CHANGADEO,Independent,3569,2,3571,0.26,Shirur,Maharashtra,1055
