S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
6,YALLAMMA DALAPATHI,Independent,3629,5,3634,0.28,Raichur,Karnataka,431
7,MEDHAR SHAMRAO,Bhartiya Jan Samrat Party,2625,15,2640,0.2,Raichur,Karnataka,432
8,RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST),2404,5,2409,0.19,Raichur,Karnataka,433
9,NOTA,None of the Above,9825,25,9850,0.76,Raichur,Karnataka,434
1,B.Y.RAGHAVENDRA,Bharatiya Janata Party,775731,2990,778721,56.54,Shimoga,Karnataka,435
2,GEETHA SHIVARAJKUMAR,Indian National Congress,533622,1384,535006,38.85,Shimoga,Karnataka,436
3,K. S. ESHWARAPPA,Independent,29959,91,30050,2.18,Shimoga,Karnataka,437
4,BANDI,Independent,7265,1,7266,0.53,Shimoga,Karnataka,438
5,RAVIKUMARA N.,Independent,4551,1,4552,0.33,Shimoga,Karnataka,439
6,POOJA N. ANNAIAH,Independent,3454,3,3457,0.25,Shimoga,Karnataka,440
7,A.D. SHIVAPPA,Bahujan Samaj Party,2772,7,2779,0.2,Shimoga,Karnataka,441
8,N. V. NAVEEN KUMAR,Independent,1992,1,1993,0.14,Shimoga,Karnataka,442
9,ARUNA KANAHALLI,Uttama Prajaakeeya Party,1475,3,1478,0.11,Shimoga,Karnataka,443
10,E.H. NAYAK,Independent,953,1,954,0.07,Shimoga,Karnataka,444
11,JOHN BENNY,Independent,863,4,867,0.06,Shimoga,Karnataka,445
12,GANESH. B (BELLI),Independent,736,11,747,0.05,Shimoga,Karnataka,446
13,D.S. ESHWARAPPA,Independent,687,8,695,0.05,Shimoga,Karnataka,447
14,KUNAJE MANJUNATHA GOWDA,Independent,671,12,683,0.05,Shimoga,Karnataka,448
15,S.K PRABHU,Karnataka Rashtra Samithi,611,6,617,0.04,Shimoga,Karnataka,449
16,SHIVARUDRAIAH SWAMY,Independent,599,-,599,0.04,Shimoga,Karnataka,450
17,IMTIYAZ A. ATTAR,Independent,440,2,442,0.03,Shimoga,Karnataka,451
18,MOHAMMED YUSUF KHAN,Young Star Empowerment Party,403,1,404,0.03,Shimoga,Karnataka,452
19,G. JAYADEVA,Independent,367,1,368,0.03,Shimoga,Karnataka,453
20,CHANDRASHEKAR. H C,Independent,352,5,357,0.03,Shimoga,Karnataka,454
21,P. SRIPATHI. BHAT,Independent,343,1,344,0.02,Shimoga,Karnataka,455
22,SANDESH SHETTY. A,Independent,292,1,293,0.02,Shimoga,Karnataka,456
23,H SURESH POOJARI,Independent,219,1,220,0.02,Shimoga,Karnataka,457
24,NOTA,None of the Above,4311,21,4332,0.31,Shimoga,Karnataka,458
1,V. SOMANNA,Bharatiya Janata Party,716709,4237,720946,55.31,Tumkur,Karnataka,459
2,S.P. MUDDAHANUMEGOWDA,Indian National Congress,543064,2288,545352,41.84,Tumkur,Karnataka,460
3,J.K. SAMI,Independent,6761,14,6775,0.52,Tumkur,Karnataka,461
4,RAJASIMHA J. N.,Bahujan Samaj Party,5521,33,5554,0.43,Tumkur,Karnataka,462
5,S.N. SWAMY,Socialist Unity Centre Of India (COMMUNIST),4582,9,4591,0.35,Tumkur,Karnataka,463
6,RANGANATHA. R.S,Independent,3129,3,3132,0.24,Tumkur,Karnataka,464
7,MALLIKARJUNAIAH,Independent,1872,8,1880,0.14,Tumkur,Karnataka,465
8,SIDDARAMEGOWDA T. B,Independent,1644,2,1646,0.13,Tumkur,Karnataka,466
9,PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi,1606,12,1618,0.12,Tumkur,Karnataka,467
10,H.L. MOHAN KUMAR,Independent,890,3,893,0.07,Tumkur,Karnataka,468
11,PRAKASH. R.A. JAIN,Independent,859,4,863,0.07,Tumkur,Karnataka,469
12,NEELAKANTESHA. H S,Independent,710,9,719,0.06,Tumkur,Karnataka,470
13,R. PUSHPA,Independent,622,7,629,0.05,Tumkur,Karnataka,471
14,B. DEVARAJ,Independent,491,8,499,0.04,Tumkur,Karnataka,472
15,R. NARAYANAPPA,Independent,483,24,507,0.04,Tumkur,Karnataka,473
16,DR. H.B.M. HIREMATH,Kannada  Paksha,477,-,477,0.04,Tumkur,Karnataka,474
17,KAPANIGOWDA.,Independent,451,20,471,0.04,Tumkur,Karnataka,475
18,BASAVARAJU. H.R,National Maha Sabha Party,433,6,439,0.03,Tumkur,Karnataka,476
19,NOTA,None of the Above,6426,34,6460,0.5,Tumkur,Karnataka,477
1,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,728219,4015,732234,59.56,Udupi Chikmagalur,Karnataka,478
2,K. JAYAPRAKASH HEGDE,Indian National Congress,470769,2290,473059,38.48,Udupi Chikmagalur,Karnataka,479
3,K.T. RADHAKRISHNA,Bahujan Samaj Party,5378,39,5417,0.44,Udupi Chikmagalur,Karnataka,480
4,SUDHEER KANCHAN MARAKALA,Independent,2281,5,2286,0.19,Udupi Chikmagalur,Karnataka,481
5,SACHIN B.K,Uttama Prajaakeeya Party,1299,34,1333,0.11,Udupi Chikmagalur,Karnataka,482
6,M. K. DAYANANDA,Proutist Sarva Samaj,1049,20,1069,0.09,Udupi Chikmagalur,Karnataka,483
7,VIJAY KUMAR M. G,Independent,943,13,956,0.08,Udupi Chikmagalur,Karnataka,484
8,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,670,20,690,0.06,Udupi Chikmagalur,Karnataka,485
9,SHABAREESH,Karunada Sevakara Party,560,5,565,0.05,Udupi Chikmagalur,Karnataka,486
10,L. RANGANATH GOWDA,Karnataka Rashtra Samithi,536,4,540,0.04,Udupi Chikmagalur,Karnataka,487
11,NOTA,None of the Above,11235,34,11269,0.92,Udupi Chikmagalur,Karnataka,488
1,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,777887,4608,782495,61.97,Uttara Kannada,Karnataka,489
2,DR. ANJALI NIMBALKAR,Indian National Congress,443296,1771,445067,35.25,Uttara Kannada,Karnataka,490
3,RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent,5384,13,5397,0.43,Uttara Kannada,Karnataka,491
4,GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST),4427,45,4472,0.35,Uttara Kannada,Karnataka,492
5,NIRANJAN UDAYSINH SIRDESAI,Independent,4116,53,4169,0.33,Uttara Kannada,Karnataka,493
6,NAGARAJ. ANANT. SHIRALI.,Independent,2860,22,2882,0.23,Uttara Kannada,Karnataka,494
7,CHIDANAND  HANUMANTHAPPA HARIJAN,Independent,1707,14,1721,0.14,Uttara Kannada,Karnataka,495
8,PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party,1523,43,1566,0.12,Uttara Kannada,Karnataka,496
9,VINAYAK NAIK,Karnataka Rashtra Samithi,1230,33,1263,0.1,Uttara Kannada,Karnataka,497
10,K. P. PATIL,Independent,901,55,956,0.08,Uttara Kannada,Karnataka,498
11,KRISHNA BALEGAR,Independent,897,23,920,0.07,Uttara Kannada,Karnataka,499
12,ARAVIND GOWDA,Independent,872,32,904,0.07,Uttara Kannada,Karnataka,500
13,AVINASH. NARAYAN. PATIL.,Independent,761,12,773,0.06,Uttara Kannada,Karnataka,501
14,NOTA,None of the Above,10151,25,10176,0.81,Uttara Kannada,Karnataka,502
